"voyelle" "partie" "vitesse" "durée" "locuteur"
"ain" "nasal" "lente" 295 "fr"
"ain" "nasal" "lente" 263 "fr"
"ain" "nasal" "lente" 305 "fr"
"ain" "nasal" "lente" 324 "fr"
"ain" "nasal" "lente" 349 "fr"
"ain" "nasal" "lente" 324 "fr"
"ain" "nasal" "lente" 343 "fr"
"ain" "nasal" "lente" 329 "fr"
"ain" "nasal" "lente" 370 "fr"
"ain" "nasal" "lente" 307 "fr"
"ain" "nasal" "lente" 350 "fr"
"ain" "nasal" "lente" 389 "fr"
"ain" "nasal" "lente" 307 "fr"
"ain" "nasal" "lente" 263 "fr"
"ain" "nasal" "lente" 335 "fr"
"ain" "nasal" "lente" 350 "fr"
"ain" "nasal" "lente" 386 "fr"
"ain" "nasal" "lente" 361 "fr"
"ain" "nasal" "lente" 366 "fr"
"ain" "nasal" "lente" 297 "fr"
"ain" "nasal" "lente" 331 "fr"
"an" "oral" "lente" 20 "fr"
"an" "oral" "lente" 16 "fr"
"an" "oral" "lente" 25 "fr"
"an" "oral" "lente" 9 "fr"
"an" "oral" "lente" 26 "fr"
"an" "oral" "lente" 18 "fr"
"an" "oral" "lente" 23 "fr"
"an" "oral" "lente" 17 "fr"
"an" "oral" "lente" 20 "fr"
"an" "oral" "lente" 8 "fr"
"an" "oral" "lente" 28 "fr"
"an" "oral" "lente" 18 "fr"
"an" "oral" "lente" 12 "fr"
"an" "oral" "lente" 25 "fr"
"an" "oral" "lente" 5 "fr"
"an" "oral" "lente" 10 "fr"
"an" "oral" "lente" 22 "fr"
"an" "oral" "lente" 28 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 13 "fr"
"an" "oral" "lente" 4 "fr"
"an" "oral" "lente" 22 "fr"
"an" "oral" "lente" 16 "fr"
"an" "oral" "lente" 11 "fr"
"an" "oral" "lente" 4 "fr"
"an" "oral" "lente" 11 "fr"
"an" "oral" "lente" 15 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 29 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 16 "fr"
"an" "oral" "lente" 29 "fr"
"an" "oral" "lente" 20 "fr"
"an" "oral" "lente" 28 "fr"
"an" "oral" "lente" 31 "fr"
"an" "oral" "lente" 13 "fr"
"an" "oral" "lente" 17 "fr"
"an" "oral" "lente" 32 "fr"
"an" "oral" "lente" 28 "fr"
"an" "oral" "lente" 25 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 32 "fr"
"an" "oral" "lente" 2 "fr"
"an" "oral" "lente" 25 "fr"
"an" "oral" "lente" 18 "fr"
"an" "oral" "lente" 15 "fr"
"an" "oral" "lente" 29 "fr"
"an" "oral" "lente" 29 "fr"
"an" "oral" "lente" 23 "fr"
"an" "oral" "lente" 17 "fr"
"an" "oral" "lente" 22 "fr"
"an" "oral" "lente" 19 "fr"
"an" "oral" "lente" 26 "fr"
"an" "oral" "lente" 25 "fr"
"an" "oral" "lente" 4 "fr"
"an" "oral" "lente" 21 "fr"
"an" "oral" "lente" 23 "fr"
"an" "oral" "lente" 22 "fr"
"an" "oral" "lente" 26 "fr"
"an" "nasal" "lente" 390 "fr"
"an" "nasal" "lente" 284 "fr"
"an" "nasal" "lente" 326 "fr"
"an" "nasal" "lente" 336 "fr"
"an" "nasal" "lente" 377 "fr"
"an" "nasal" "lente" 366 "fr"
"an" "nasal" "lente" 256 "fr"
"an" "nasal" "lente" 312 "fr"
"an" "nasal" "lente" 308 "fr"
"an" "nasal" "lente" 430 "fr"
"an" "nasal" "lente" 335 "fr"
"an" "nasal" "lente" 296 "fr"
"an" "nasal" "lente" 385 "fr"
"an" "nasal" "lente" 359 "fr"
"an" "nasal" "lente" 360 "fr"
"an" "nasal" "lente" 402 "fr"
"an" "nasal" "lente" 363 "fr"
"an" "nasal" "lente" 320 "fr"
"an" "nasal" "lente" 340 "fr"
"an" "nasal" "lente" 330 "fr"
"an" "nasal" "lente" 334 "fr"
"an" "nasal" "lente" 364 "fr"
"an" "nasal" "lente" 313 "fr"
"an" "nasal" "lente" 323 "fr"
"an" "nasal" "lente" 381 "fr"
"an" "nasal" "lente" 284 "fr"
"an" "nasal" "lente" 278 "fr"
"an" "nasal" "lente" 311 "fr"
"an" "nasal" "lente" 332 "fr"
"an" "nasal" "lente" 375 "fr"
"an" "nasal" "lente" 358 "fr"
"an" "nasal" "lente" 326 "fr"
"an" "nasal" "lente" 373 "fr"
"an" "nasal" "lente" 344 "fr"
"an" "nasal" "lente" 422 "fr"
"an" "nasal" "lente" 357 "fr"
"an" "nasal" "lente" 319 "fr"
"an" "nasal" "lente" 326 "fr"
"an" "nasal" "lente" 288 "fr"
"an" "nasal" "lente" 393 "fr"
"an" "nasal" "lente" 325 "fr"
"an" "nasal" "lente" 348 "fr"
"an" "nasal" "lente" 455 "fr"
"an" "nasal" "lente" 296 "fr"
"an" "nasal" "lente" 380 "fr"
"an" "nasal" "lente" 343 "fr"
"an" "nasal" "lente" 353 "fr"
"an" "nasal" "lente" 322 "fr"
"an" "nasal" "lente" 354 "fr"
"an" "nasal" "lente" 323 "fr"
"an" "nasal" "lente" 335 "fr"
"an" "nasal" "lente" 423 "fr"
"an" "nasal" "lente" 361 "fr"
"an" "nasal" "lente" 351 "fr"
"an" "nasal" "lente" 375 "fr"
"an" "nasal" "lente" 333 "fr"
"an" "nasal" "lente" 334 "fr"
"an" "nasal" "lente" 316 "fr"
"an" "nasal" "lente" 301 "fr"
"an" "nasal" "lente" 365 "fr"
"on" "oral" "lente" 45 "fr"
"on" "oral" "lente" 52 "fr"
"on" "oral" "lente" 26 "fr"
"on" "oral" "lente" 34 "fr"
"on" "oral" "lente" 38 "fr"
"on" "oral" "lente" 51 "fr"
"on" "oral" "lente" 70 "fr"
"on" "oral" "lente" 76 "fr"
"on" "oral" "lente" 47 "fr"
"on" "oral" "lente" 34 "fr"
"on" "oral" "lente" 51 "fr"
"on" "oral" "lente" 23 "fr"
"on" "oral" "lente" 73 "fr"
"on" "oral" "lente" 22 "fr"
"on" "oral" "lente" 50 "fr"
"on" "oral" "lente" 37 "fr"
"on" "oral" "lente" 50 "fr"
"on" "oral" "lente" 52 "fr"
"on" "oral" "lente" 35 "fr"
"on" "oral" "lente" 35 "fr"
"on" "oral" "lente" 66 "fr"
"on" "oral" "lente" 60 "fr"
"on" "oral" "lente" 42 "fr"
"on" "oral" "lente" 64 "fr"
"on" "oral" "lente" 47 "fr"
"on" "oral" "lente" 44 "fr"
"on" "oral" "lente" 44 "fr"
"on" "oral" "lente" 47 "fr"
"on" "oral" "lente" 65 "fr"
"on" "oral" "lente" 40 "fr"
"on" "oral" "lente" 42 "fr"
"on" "oral" "lente" 35 "fr"
"on" "oral" "lente" 68 "fr"
"on" "oral" "lente" 76 "fr"
"on" "oral" "lente" 77 "fr"
"on" "oral" "lente" 91 "fr"
"on" "oral" "lente" 54 "fr"
"on" "oral" "lente" 37 "fr"
"on" "oral" "lente" 26 "fr"
"on" "oral" "lente" 69 "fr"
"on" "oral" "lente" 22 "fr"
"on" "oral" "lente" 80 "fr"
"on" "oral" "lente" 64 "fr"
"on" "oral" "lente" 52 "fr"
"on" "oral" "lente" 53 "fr"
"on" "oral" "lente" 59 "fr"
"on" "oral" "lente" 40 "fr"
"on" "oral" "lente" 65 "fr"
"on" "oral" "lente" 23 "fr"
"on" "oral" "lente" 80 "fr"
"on" "oral" "lente" 53 "fr"
"on" "oral" "lente" 40 "fr"
"on" "oral" "lente" 92 "fr"
"on" "oral" "lente" 60 "fr"
"on" "oral" "lente" 44 "fr"
"on" "oral" "lente" 59 "fr"
"on" "oral" "lente" 14 "fr"
"on" "oral" "lente" 39 "fr"
"on" "oral" "lente" 71 "fr"
"on" "oral" "lente" 69 "fr"
"on" "nasal" "lente" 385 "fr"
"on" "nasal" "lente" 403 "fr"
"on" "nasal" "lente" 385 "fr"
"on" "nasal" "lente" 357 "fr"
"on" "nasal" "lente" 433 "fr"
"on" "nasal" "lente" 313 "fr"
"on" "nasal" "lente" 310 "fr"
"on" "nasal" "lente" 406 "fr"
"on" "nasal" "lente" 477 "fr"
"on" "nasal" "lente" 395 "fr"
"on" "nasal" "lente" 397 "fr"
"on" "nasal" "lente" 421 "fr"
"on" "nasal" "lente" 304 "fr"
"on" "nasal" "lente" 362 "fr"
"on" "nasal" "lente" 414 "fr"
"on" "nasal" "lente" 333 "fr"
"on" "nasal" "lente" 379 "fr"
"on" "nasal" "lente" 339 "fr"
"on" "nasal" "lente" 426 "fr"
"on" "nasal" "lente" 351 "fr"
"on" "nasal" "lente" 448 "fr"
"on" "nasal" "lente" 321 "fr"
"on" "nasal" "lente" 286 "fr"
"on" "nasal" "lente" 404 "fr"
"on" "nasal" "lente" 307 "fr"
"on" "nasal" "lente" 342 "fr"
"on" "nasal" "lente" 350 "fr"
"on" "nasal" "lente" 347 "fr"
"on" "nasal" "lente" 379 "fr"
"on" "nasal" "lente" 349 "fr"
"on" "nasal" "lente" 367 "fr"
"on" "nasal" "lente" 375 "fr"
"on" "nasal" "lente" 375 "fr"
"on" "nasal" "lente" 377 "fr"
"on" "nasal" "lente" 291 "fr"
"on" "nasal" "lente" 352 "fr"
"on" "nasal" "lente" 396 "fr"
"on" "nasal" "lente" 430 "fr"
"on" "nasal" "lente" 367 "fr"
"on" "nasal" "lente" 355 "fr"
"on" "nasal" "lente" 396 "fr"
"on" "nasal" "lente" 366 "fr"
"on" "nasal" "lente" 333 "fr"
"on" "nasal" "lente" 381 "fr"
"on" "nasal" "lente" 377 "fr"
"on" "nasal" "lente" 415 "fr"
"on" "nasal" "lente" 366 "fr"
"on" "nasal" "lente" 392 "fr"
"on" "nasal" "lente" 332 "fr"
"on" "nasal" "lente" 299 "fr"
"on" "nasal" "lente" 400 "fr"
"on" "nasal" "lente" 437 "fr"
"on" "nasal" "lente" 422 "fr"
"on" "nasal" "lente" 382 "fr"
"on" "nasal" "lente" 354 "fr"
"on" "nasal" "lente" 427 "fr"
"on" "nasal" "lente" 407 "fr"
"on" "nasal" "lente" 344 "fr"
"on" "nasal" "lente" 355 "fr"
"on" "nasal" "lente" 407 "fr"
"ain" "oral" "lente" 93 "cnfr"
"ain" "oral" "lente" 91 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 103 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 67 "cnfr"
"ain" "oral" "lente" 72 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "oral" "lente" 75 "cnfr"
"ain" "oral" "lente" 72 "cnfr"
"ain" "oral" "lente" 77 "cnfr"
"ain" "oral" "lente" 80 "cnfr"
"ain" "oral" "lente" 96 "cnfr"
"ain" "oral" "lente" 50 "cnfr"
"ain" "oral" "lente" 91 "cnfr"
"ain" "oral" "lente" 95 "cnfr"
"ain" "oral" "lente" 91 "cnfr"
"ain" "oral" "lente" 80 "cnfr"
"ain" "oral" "lente" 58 "cnfr"
"ain" "oral" "lente" 85 "cnfr"
"ain" "oral" "lente" 102 "cnfr"
"ain" "oral" "lente" 91 "cnfr"
"ain" "oral" "lente" 67 "cnfr"
"ain" "oral" "lente" 86 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 74 "cnfr"
"ain" "oral" "lente" 73 "cnfr"
"ain" "oral" "lente" 87 "cnfr"
"ain" "oral" "lente" 81 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 67 "cnfr"
"ain" "oral" "lente" 91 "cnfr"
"ain" "oral" "lente" 57 "cnfr"
"ain" "oral" "lente" 93 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 88 "cnfr"
"ain" "oral" "lente" 71 "cnfr"
"ain" "oral" "lente" 63 "cnfr"
"ain" "oral" "lente" 93 "cnfr"
"ain" "oral" "lente" 65 "cnfr"
"ain" "oral" "lente" 67 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "oral" "lente" 82 "cnfr"
"ain" "oral" "lente" 94 "cnfr"
"ain" "oral" "lente" 65 "cnfr"
"ain" "oral" "lente" 74 "cnfr"
"ain" "oral" "lente" 86 "cnfr"
"ain" "oral" "lente" 59 "cnfr"
"ain" "oral" "lente" 61 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 79 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "oral" "lente" 67 "cnfr"
"ain" "oral" "lente" 88 "cnfr"
"ain" "oral" "lente" 106 "cnfr"
"ain" "oral" "lente" 107 "cnfr"
"ain" "oral" "lente" 98 "cnfr"
"ain" "oral" "lente" 86 "cnfr"
"ain" "oral" "lente" 76 "cnfr"
"ain" "nasal" "lente" 335 "cnfr"
"ain" "nasal" "lente" 354 "cnfr"
"ain" "nasal" "lente" 375 "cnfr"
"ain" "nasal" "lente" 355 "cnfr"
"ain" "nasal" "lente" 359 "cnfr"
"ain" "nasal" "lente" 324 "cnfr"
"ain" "nasal" "lente" 332 "cnfr"
"ain" "nasal" "lente" 372 "cnfr"
"ain" "nasal" "lente" 322 "cnfr"
"ain" "nasal" "lente" 360 "cnfr"
"ain" "nasal" "lente" 332 "cnfr"
"ain" "nasal" "lente" 387 "cnfr"
"ain" "nasal" "lente" 268 "cnfr"
"ain" "nasal" "lente" 389 "cnfr"
"ain" "nasal" "lente" 346 "cnfr"
"ain" "nasal" "lente" 384 "cnfr"
"ain" "nasal" "lente" 394 "cnfr"
"ain" "nasal" "lente" 283 "cnfr"
"ain" "nasal" "lente" 378 "cnfr"
"ain" "nasal" "lente" 409 "cnfr"
"ain" "nasal" "lente" 404 "cnfr"
"ain" "nasal" "lente" 368 "cnfr"
"ain" "nasal" "lente" 350 "cnfr"
"ain" "nasal" "lente" 337 "cnfr"
"ain" "nasal" "lente" 367 "cnfr"
"ain" "nasal" "lente" 316 "cnfr"
"ain" "nasal" "lente" 373 "cnfr"
"ain" "nasal" "lente" 318 "cnfr"
"ain" "nasal" "lente" 380 "cnfr"
"ain" "nasal" "lente" 358 "cnfr"
"ain" "nasal" "lente" 411 "cnfr"
"ain" "nasal" "lente" 382 "cnfr"
"ain" "nasal" "lente" 362 "cnfr"
"ain" "nasal" "lente" 339 "cnfr"
"ain" "nasal" "lente" 349 "cnfr"
"ain" "nasal" "lente" 330 "cnfr"
"ain" "nasal" "lente" 353 "cnfr"
"ain" "nasal" "lente" 364 "cnfr"
"ain" "nasal" "lente" 371 "cnfr"
"ain" "nasal" "lente" 356 "cnfr"
"ain" "nasal" "lente" 324 "cnfr"
"ain" "nasal" "lente" 341 "cnfr"
"ain" "nasal" "lente" 332 "cnfr"
"ain" "nasal" "lente" 330 "cnfr"
"ain" "nasal" "lente" 381 "cnfr"
"ain" "nasal" "lente" 337 "cnfr"
"ain" "nasal" "lente" 346 "cnfr"
"ain" "nasal" "lente" 404 "cnfr"
"ain" "nasal" "lente" 306 "cnfr"
"ain" "nasal" "lente" 342 "cnfr"
"ain" "nasal" "lente" 343 "cnfr"
"ain" "nasal" "lente" 327 "cnfr"
"ain" "nasal" "lente" 289 "cnfr"
"ain" "nasal" "lente" 337 "cnfr"
"ain" "nasal" "lente" 358 "cnfr"
"ain" "nasal" "lente" 356 "cnfr"
"ain" "nasal" "lente" 358 "cnfr"
"ain" "nasal" "lente" 368 "cnfr"
"ain" "nasal" "lente" 301 "cnfr"
"ain" "nasal" "lente" 356 "cnfr"
"an" "oral" "lente" 65 "cnfr"
"an" "oral" "lente" 86 "cnfr"
"an" "oral" "lente" 62 "cnfr"
"an" "oral" "lente" 39 "cnfr"
"an" "oral" "lente" 85 "cnfr"
"an" "oral" "lente" 157 "cnfr"
"an" "oral" "lente" 117 "cnfr"
"an" "oral" "lente" 98 "cnfr"
"an" "oral" "lente" 126 "cnfr"
"an" "oral" "lente" 69 "cnfr"
"an" "oral" "lente" 94 "cnfr"
"an" "oral" "lente" 75 "cnfr"
"an" "oral" "lente" 124 "cnfr"
"an" "oral" "lente" 108 "cnfr"
"an" "oral" "lente" 78 "cnfr"
"an" "oral" "lente" 64 "cnfr"
"an" "oral" "lente" 17 "cnfr"
"an" "oral" "lente" 26 "cnfr"
"an" "oral" "lente" 65 "cnfr"
"an" "oral" "lente" 102 "cnfr"
"an" "oral" "lente" 132 "cnfr"
"an" "oral" "lente" 74 "cnfr"
"an" "oral" "lente" 79 "cnfr"
"an" "oral" "lente" 85 "cnfr"
"an" "oral" "lente" 100 "cnfr"
"an" "oral" "lente" 21 "cnfr"
"an" "oral" "lente" 82 "cnfr"
"an" "oral" "lente" 124 "cnfr"
"an" "oral" "lente" 74 "cnfr"
"an" "oral" "lente" 100 "cnfr"
"an" "oral" "lente" 125 "cnfr"
"an" "oral" "lente" 148 "cnfr"
"an" "oral" "lente" 100 "cnfr"
"an" "oral" "lente" 92 "cnfr"
"an" "oral" "lente" 33 "cnfr"
"an" "oral" "lente" 93 "cnfr"
"an" "oral" "lente" 118 "cnfr"
"an" "oral" "lente" 115 "cnfr"
"an" "oral" "lente" 110 "cnfr"
"an" "oral" "lente" 80 "cnfr"
"an" "oral" "lente" 97 "cnfr"
"an" "oral" "lente" 115 "cnfr"
"an" "oral" "lente" 135 "cnfr"
"an" "oral" "lente" 109 "cnfr"
"an" "oral" "lente" 110 "cnfr"
"an" "oral" "lente" 94 "cnfr"
"an" "oral" "lente" 105 "cnfr"
"an" "oral" "lente" 92 "cnfr"
"an" "oral" "lente" 78 "cnfr"
"an" "oral" "lente" 88 "cnfr"
"an" "oral" "lente" 71 "cnfr"
"an" "oral" "lente" 93 "cnfr"
"an" "oral" "lente" 123 "cnfr"
"an" "oral" "lente" 56 "cnfr"
"an" "oral" "lente" 48 "cnfr"
"an" "oral" "lente" 89 "cnfr"
"an" "oral" "lente" 58 "cnfr"
"an" "oral" "lente" 112 "cnfr"
"an" "oral" "lente" 148 "cnfr"
"an" "oral" "lente" 74 "cnfr"
"an" "nasal" "lente" 402 "cnfr"
"an" "nasal" "lente" 449 "cnfr"
"an" "nasal" "lente" 463 "cnfr"
"an" "nasal" "lente" 472 "cnfr"
"an" "nasal" "lente" 381 "cnfr"
"an" "nasal" "lente" 393 "cnfr"
"an" "nasal" "lente" 414 "cnfr"
"an" "nasal" "lente" 317 "cnfr"
"an" "nasal" "lente" 408 "cnfr"
"an" "nasal" "lente" 433 "cnfr"
"an" "nasal" "lente" 395 "cnfr"
"an" "nasal" "lente" 375 "cnfr"
"an" "nasal" "lente" 420 "cnfr"
"an" "nasal" "lente" 425 "cnfr"
"an" "nasal" "lente" 387 "cnfr"
"an" "nasal" "lente" 418 "cnfr"
"an" "nasal" "lente" 407 "cnfr"
"an" "nasal" "lente" 313 "cnfr"
"an" "nasal" "lente" 394 "cnfr"
"an" "nasal" "lente" 411 "cnfr"
"an" "nasal" "lente" 427 "cnfr"
"an" "nasal" "lente" 496 "cnfr"
"an" "nasal" "lente" 305 "cnfr"
"an" "nasal" "lente" 438 "cnfr"
"an" "nasal" "lente" 442 "cnfr"
"an" "nasal" "lente" 347 "cnfr"
"an" "nasal" "lente" 475 "cnfr"
"an" "nasal" "lente" 428 "cnfr"
"an" "nasal" "lente" 420 "cnfr"
"an" "nasal" "lente" 442 "cnfr"
"an" "nasal" "lente" 366 "cnfr"
"an" "nasal" "lente" 472 "cnfr"
"an" "nasal" "lente" 442 "cnfr"
"an" "nasal" "lente" 435 "cnfr"
"an" "nasal" "lente" 482 "cnfr"
"an" "nasal" "lente" 394 "cnfr"
"an" "nasal" "lente" 331 "cnfr"
"an" "nasal" "lente" 357 "cnfr"
"an" "nasal" "lente" 430 "cnfr"
"an" "nasal" "lente" 504 "cnfr"
"an" "nasal" "lente" 389 "cnfr"
"an" "nasal" "lente" 441 "cnfr"
"an" "nasal" "lente" 447 "cnfr"
"an" "nasal" "lente" 352 "cnfr"
"an" "nasal" "lente" 393 "cnfr"
"an" "nasal" "lente" 369 "cnfr"
"an" "nasal" "lente" 368 "cnfr"
"an" "nasal" "lente" 497 "cnfr"
"an" "nasal" "lente" 388 "cnfr"
"an" "nasal" "lente" 330 "cnfr"
"an" "nasal" "lente" 448 "cnfr"
"an" "nasal" "lente" 298 "cnfr"
"an" "nasal" "lente" 425 "cnfr"
"an" "nasal" "lente" 431 "cnfr"
"an" "nasal" "lente" 375 "cnfr"
"an" "nasal" "lente" 329 "cnfr"
"an" "nasal" "lente" 403 "cnfr"
"an" "nasal" "lente" 443 "cnfr"
"an" "nasal" "lente" 453 "cnfr"
"an" "nasal" "lente" 396 "cnfr"
"on" "oral" "lente" 113 "cnfr"
"on" "oral" "lente" 123 "cnfr"
"on" "oral" "lente" 15 "cnfr"
"on" "oral" "lente" 108 "cnfr"
"on" "oral" "lente" 139 "cnfr"
"on" "oral" "lente" 124 "cnfr"
"on" "oral" "lente" 50 "cnfr"
"on" "oral" "lente" 56 "cnfr"
"on" "oral" "lente" 70 "cnfr"
"on" "oral" "lente" 81 "cnfr"
"on" "oral" "lente" 104 "cnfr"
"on" "oral" "lente" 92 "cnfr"
"on" "oral" "lente" 99 "cnfr"
"on" "oral" "lente" 102 "cnfr"
"on" "oral" "lente" 50 "cnfr"
"on" "oral" "lente" 120 "cnfr"
"on" "oral" "lente" 24 "cnfr"
"on" "oral" "lente" 124 "cnfr"
"on" "oral" "lente" 129 "cnfr"
"on" "oral" "lente" 43 "cnfr"
"on" "oral" "lente" 141 "cnfr"
"on" "oral" "lente" 36 "cnfr"
"on" "oral" "lente" 60 "cnfr"
"on" "oral" "lente" 74 "cnfr"
"on" "oral" "lente" 101 "cnfr"
"on" "oral" "lente" 140 "cnfr"
"on" "oral" "lente" 44 "cnfr"
"on" "oral" "lente" 113 "cnfr"
"on" "oral" "lente" 70 "cnfr"
"on" "oral" "lente" 33 "cnfr"
"on" "oral" "lente" 31 "cnfr"
"on" "oral" "lente" 63 "cnfr"
"on" "oral" "lente" 117 "cnfr"
"on" "oral" "lente" 43 "cnfr"
"on" "oral" "lente" 39 "cnfr"
"on" "oral" "lente" 93 "cnfr"
"on" "oral" "lente" 64 "cnfr"
"on" "oral" "lente" 84 "cnfr"
"on" "oral" "lente" 76 "cnfr"
"on" "oral" "lente" 15 "cnfr"
"on" "oral" "lente" 34 "cnfr"
"on" "oral" "lente" 113 "cnfr"
"on" "oral" "lente" 56 "cnfr"
"on" "oral" "lente" 36 "cnfr"
"on" "oral" "lente" 87 "cnfr"
"on" "oral" "lente" 106 "cnfr"
"on" "oral" "lente" 68 "cnfr"
"on" "oral" "lente" 118 "cnfr"
"on" "oral" "lente" 117 "cnfr"
"on" "oral" "lente" 116 "cnfr"
"on" "oral" "lente" 109 "cnfr"
"on" "oral" "lente" 26 "cnfr"
"on" "oral" "lente" 126 "cnfr"
"on" "oral" "lente" 132 "cnfr"
"on" "oral" "lente" 48 "cnfr"
"on" "oral" "lente" 72 "cnfr"
"on" "oral" "lente" 25 "cnfr"
"on" "oral" "lente" 147 "cnfr"
"on" "oral" "lente" 162 "cnfr"
"on" "oral" "lente" 4 "cnfr"
"on" "nasal" "lente" 368 "cnfr"
"on" "nasal" "lente" 482 "cnfr"
"on" "nasal" "lente" 409 "cnfr"
"on" "nasal" "lente" 428 "cnfr"
"on" "nasal" "lente" 382 "cnfr"
"on" "nasal" "lente" 435 "cnfr"
"on" "nasal" "lente" 418 "cnfr"
"on" "nasal" "lente" 393 "cnfr"
"on" "nasal" "lente" 355 "cnfr"
"on" "nasal" "lente" 473 "cnfr"
"on" "nasal" "lente" 394 "cnfr"
"on" "nasal" "lente" 438 "cnfr"
