"voyelle" "partie" "vitesse" "durée" "groupe"
"an" "oral" "normal" 57 "group2"
"an" "oral" "normal" 110 "group2"
"an" "oral" "normal" 58 "group2"
"an" "oral" "normal" 61 "group2"
"an" "oral" "normal" 47 "group2"
"an" "nasal" "normal" 199 "group2"
"an" "nasal" "normal" 137 "group2"
"an" "nasal" "normal" 161 "group2"
"an" "nasal" "normal" 112 "group2"
"an" "nasal" "normal" 202 "group2"
"an" "nasal" "normal" 158 "group2"
"an" "nasal" "normal" 128 "group2"
"an" "nasal" "normal" 164 "group2"
"an" "nasal" "normal" 205 "group2"
"an" "nasal" "normal" 147 "group2"
"an" "nasal" "normal" 146 "group2"
"an" "nasal" "normal" 131 "group2"
"an" "nasal" "normal" 211 "group2"
"an" "nasal" "normal" 114 "group2"
"an" "nasal" "normal" 171 "group2"
"an" "nasal" "normal" 200 "group2"
"an" "nasal" "normal" 141 "group2"
"an" "nasal" "normal" 148 "group2"
"an" "nasal" "normal" 146 "group2"
"an" "nasal" "normal" 146 "group2"
"on" "oral" "normal" 90 "group2"
"on" "oral" "normal" 87 "group2"
"on" "oral" "normal" 95 "group2"
"on" "oral" "normal" 116 "group2"
"on" "oral" "normal" 37 "group2"
"on" "oral" "normal" 57 "group2"
"on" "oral" "normal" 10 "group2"
"on" "oral" "normal" 63 "group2"
"on" "oral" "normal" 100 "group2"
"on" "oral" "normal" 78 "group2"
"on" "oral" "normal" 30 "group2"
"on" "oral" "normal" 86 "group2"
"on" "oral" "normal" 131 "group2"
"on" "oral" "normal" 122 "group2"
"on" "oral" "normal" 66 "group2"
"on" "oral" "normal" 90 "group2"
"on" "oral" "normal" 44 "group2"
"on" "oral" "normal" 91 "group2"
"on" "oral" "normal" 75 "group2"
"on" "oral" "normal" 72 "group2"
"on" "nasal" "normal" 114 "group2"
"on" "nasal" "normal" 150 "group2"
"on" "nasal" "normal" 159 "group2"
"on" "nasal" "normal" 135 "group2"
"on" "nasal" "normal" 187 "group2"
"on" "nasal" "normal" 166 "group2"
"on" "nasal" "normal" 240 "group2"
"on" "nasal" "normal" 135 "group2"
"on" "nasal" "normal" 130 "group2"
"on" "nasal" "normal" 191 "group2"
"on" "nasal" "normal" 198 "group2"
"on" "nasal" "normal" 144 "group2"
"on" "nasal" "normal" 153 "group2"
"on" "nasal" "normal" 142 "group2"
"on" "nasal" "normal" 86 "group2"
"on" "nasal" "normal" 84 "group2"
"on" "nasal" "normal" 115 "group2"
"on" "nasal" "normal" 98 "group2"
"on" "nasal" "normal" 166 "group2"
"on" "nasal" "normal" 122 "group2"
