"voyelle" "partie" "vitesse" "durée" "groupe"
"an" "oral" "lente" 170 "group2"
"an" "nasal" "lente" 297 "group2"
"an" "nasal" "lente" 307 "group2"
"an" "nasal" "lente" 334 "group2"
"an" "nasal" "lente" 338 "group2"
"an" "nasal" "lente" 263 "group2"
"an" "nasal" "lente" 264 "group2"
"an" "nasal" "lente" 276 "group2"
"an" "nasal" "lente" 317 "group2"
"an" "nasal" "lente" 281 "group2"
"an" "nasal" "lente" 298 "group2"
"an" "nasal" "lente" 306 "group2"
"an" "nasal" "lente" 340 "group2"
"an" "nasal" "lente" 267 "group2"
"an" "nasal" "lente" 349 "group2"
"an" "nasal" "lente" 317 "group2"
"an" "nasal" "lente" 319 "group2"
"an" "nasal" "lente" 357 "group2"
"an" "nasal" "lente" 325 "group2"
"an" "nasal" "lente" 335 "group2"
"an" "nasal" "lente" 265 "group2"
"on" "oral" "lente" 192 "group2"
"on" "oral" "lente" 192 "group2"
"on" "oral" "lente" 150 "group2"
"on" "oral" "lente" 185 "group2"
"on" "oral" "lente" 150 "group2"
"on" "oral" "lente" 149 "group2"
"on" "oral" "lente" 167 "group2"
"on" "oral" "lente" 153 "group2"
"on" "oral" "lente" 196 "group2"
"on" "oral" "lente" 213 "group2"
"on" "oral" "lente" 186 "group2"
"on" "oral" "lente" 157 "group2"
"on" "oral" "lente" 168 "group2"
"on" "oral" "lente" 191 "group2"
"on" "oral" "lente" 160 "group2"
"on" "oral" "lente" 202 "group2"
"on" "oral" "lente" 136 "group2"
"on" "oral" "lente" 170 "group2"
"on" "oral" "lente" 179 "group2"
"on" "oral" "lente" 189 "group2"
"on" "nasal" "lente" 325 "group2"
"on" "nasal" "lente" 315 "group2"
"on" "nasal" "lente" 280 "group2"
"on" "nasal" "lente" 315 "group2"
"on" "nasal" "lente" 279 "group2"
"on" "nasal" "lente" 294 "group2"
"on" "nasal" "lente" 349 "group2"
"on" "nasal" "lente" 291 "group2"
"on" "nasal" "lente" 269 "group2"
"on" "nasal" "lente" 334 "group2"
"on" "nasal" "lente" 309 "group2"
"on" "nasal" "lente" 316 "group2"
"on" "nasal" "lente" 317 "group2"
"on" "nasal" "lente" 341 "group2"
"on" "nasal" "lente" 311 "group2"
"on" "nasal" "lente" 302 "group2"
"on" "nasal" "lente" 288 "group2"
"on" "nasal" "lente" 295 "group2"
"on" "nasal" "lente" 294 "group2"
"on" "nasal" "lente" 332 "group2"
