"voyelle" "partie" "vitesse" "durée"
"an" "nasal" "normal" 160
"an" "nasal" "normal" 99
"an" "nasal" "normal" 161
"an" "nasal" "normal" 108
"an" "nasal" "normal" 157
"an" "nasal" "normal" 168
"an" "nasal" "normal" 159
"on" "oral" "normal" 83
"on" "oral" "normal" 67
"on" "oral" "normal" 86
"on" "oral" "normal" 60
"on" "oral" "normal" 84
"on" "oral" "normal" 72
"on" "oral" "normal" 84
"on" "oral" "normal" 101
"on" "oral" "normal" 88
"on" "oral" "normal" 85
"on" "oral" "normal" 71
"on" "oral" "normal" 77
"on" "oral" "normal" 93
"on" "oral" "normal" 74
"on" "oral" "normal" 68
"on" "oral" "normal" 91
"on" "oral" "normal" 86
"on" "oral" "normal" 80
"on" "oral" "normal" 69
"on" "oral" "normal" 86
"on" "oral" "normal" 77
"on" "oral" "normal" 77
"on" "oral" "normal" 83
"on" "oral" "normal" 86
"on" "oral" "normal" 99
"on" "oral" "normal" 79
"on" "oral" "normal" 64
"on" "oral" "normal" 105
"on" "oral" "normal" 96
"on" "oral" "normal" 79
"on" "oral" "normal" 83
"on" "oral" "normal" 85
"on" "oral" "normal" 78
"on" "oral" "normal" 65
"on" "oral" "normal" 78
"on" "oral" "normal" 82
"on" "oral" "normal" 73
"on" "oral" "normal" 99
"on" "oral" "normal" 83
"on" "oral" "normal" 74
"on" "oral" "normal" 75
"on" "oral" "normal" 83
"on" "oral" "normal" 88
"on" "oral" "normal" 102
"on" "oral" "normal" 80
"on" "oral" "normal" 83
"on" "oral" "normal" 87
"on" "oral" "normal" 74
"on" "oral" "normal" 82
"on" "oral" "normal" 80
"on" "oral" "normal" 102
"on" "oral" "normal" 96
"on" "oral" "normal" 90
"on" "oral" "normal" 87
"on" "oral" "normal" 84
"on" "oral" "normal" 89
"on" "oral" "normal" 54
"on" "oral" "normal" 73
"on" "oral" "normal" 74
"on" "oral" "normal" 88
"on" "nasal" "normal" 123
"on" "nasal" "normal" 158
"on" "nasal" "normal" 140
"on" "nasal" "normal" 135
"on" "nasal" "normal" 134
"on" "nasal" "normal" 130
"on" "nasal" "normal" 140
"on" "nasal" "normal" 87
"on" "nasal" "normal" 145
"on" "nasal" "normal" 110
"on" "nasal" "normal" 126
"on" "nasal" "normal" 117
"on" "nasal" "normal" 172
"on" "nasal" "normal" 131
"on" "nasal" "normal" 123
"on" "nasal" "normal" 170
"on" "nasal" "normal" 168
"on" "nasal" "normal" 105
"on" "nasal" "normal" 132
"on" "nasal" "normal" 130
"on" "nasal" "normal" 120
"on" "nasal" "normal" 142
"on" "nasal" "normal" 150
"on" "nasal" "normal" 117
"on" "nasal" "normal" 110
"on" "nasal" "normal" 120
"on" "nasal" "normal" 102
"on" "nasal" "normal" 184
"on" "nasal" "normal" 105
"on" "nasal" "normal" 151
"on" "nasal" "normal" 158
"on" "nasal" "normal" 122
"on" "nasal" "normal" 121
"on" "nasal" "normal" 161
"on" "nasal" "normal" 152
"on" "nasal" "normal" 108
"on" "nasal" "normal" 121
"on" "nasal" "normal" 126
"on" "nasal" "normal" 103
"on" "nasal" "normal" 102
"on" "nasal" "normal" 120
"on" "nasal" "normal" 154
"on" "nasal" "normal" 171
"on" "nasal" "normal" 179
"on" "nasal" "normal" 129
"on" "nasal" "normal" 147
"on" "nasal" "normal" 123
"on" "nasal" "normal" 168
"on" "nasal" "normal" 109
"on" "nasal" "normal" 98
"on" "nasal" "normal" 199
"on" "nasal" "normal" 142
"on" "nasal" "normal" 106
"on" "nasal" "normal" 114
"on" "nasal" "normal" 156
"on" "nasal" "normal" 141
"on" "nasal" "normal" 147
"on" "nasal" "normal" 134
"on" "nasal" "normal" 104
"on" "nasal" "normal" 170
