"voyelle" "partie" "vitesse" "durée"
"ain" "nasal" "normal" 213
"ain" "nasal" "normal" 194
"ain" "nasal" "normal" 204
"ain" "nasal" "normal" 203
"ain" "nasal" "normal" 153
"ain" "nasal" "normal" 160
"ain" "nasal" "normal" 176
"ain" "nasal" "normal" 157
"ain" "nasal" "normal" 138
"ain" "nasal" "normal" 200
"ain" "nasal" "normal" 186
"ain" "nasal" "normal" 185
"ain" "nasal" "normal" 154
"ain" "nasal" "normal" 144
"ain" "nasal" "normal" 161
"ain" "nasal" "normal" 203
"ain" "nasal" "normal" 171
"an" "oral" "normal" 56
"an" "oral" "normal" 49
"an" "oral" "normal" 52
"an" "oral" "normal" 43
"an" "oral" "normal" 37
"an" "oral" "normal" 58
"an" "oral" "normal" 49
"an" "oral" "normal" 37
"an" "oral" "normal" 52
"an" "oral" "normal" 48
"an" "oral" "normal" 45
"an" "oral" "normal" 34
"an" "oral" "normal" 44
"an" "oral" "normal" 39
"an" "oral" "normal" 57
"an" "oral" "normal" 37
"an" "oral" "normal" 52
"an" "oral" "normal" 34
"an" "oral" "normal" 45
"an" "oral" "normal" 49
"an" "oral" "normal" 40
"an" "oral" "normal" 35
"an" "oral" "normal" 55
"an" "oral" "normal" 30
"an" "oral" "normal" 63
"an" "oral" "normal" 54
"an" "oral" "normal" 42
"an" "oral" "normal" 43
"an" "oral" "normal" 55
"an" "oral" "normal" 75
"an" "oral" "normal" 39
"an" "oral" "normal" 56
"an" "oral" "normal" 63
"an" "oral" "normal" 53
"an" "oral" "normal" 38
"an" "oral" "normal" 17
"an" "oral" "normal" 54
"an" "oral" "normal" 57
"an" "oral" "normal" 60
"an" "oral" "normal" 34
"an" "oral" "normal" 58
"an" "oral" "normal" 44
"an" "oral" "normal" 43
"an" "oral" "normal" 40
"an" "oral" "normal" 51
"an" "oral" "normal" 38
"an" "oral" "normal" 23
"an" "oral" "normal" 43
"an" "oral" "normal" 58
"an" "oral" "normal" 37
"an" "oral" "normal" 46
"an" "oral" "normal" 47
"an" "oral" "normal" 38
"an" "oral" "normal" 32
"an" "oral" "normal" 43
"an" "oral" "normal" 47
"an" "oral" "normal" 35
"an" "oral" "normal" 41
"an" "oral" "normal" 36
"an" "oral" "normal" 33
"an" "nasal" "normal" 174
"an" "nasal" "normal" 189
"an" "nasal" "normal" 163
"an" "nasal" "normal" 170
"an" "nasal" "normal" 157
"an" "nasal" "normal" 166
"an" "nasal" "normal" 177
"an" "nasal" "normal" 142
"an" "nasal" "normal" 189
"an" "nasal" "normal" 154
"an" "nasal" "normal" 149
"an" "nasal" "normal" 193
"an" "nasal" "normal" 156
"an" "nasal" "normal" 169
"an" "nasal" "normal" 157
"an" "nasal" "normal" 194
"an" "nasal" "normal" 164
"an" "nasal" "normal" 149
"an" "nasal" "normal" 167
"an" "nasal" "normal" 186
"an" "nasal" "normal" 179
"an" "nasal" "normal" 145
"an" "nasal" "normal" 163
"an" "nasal" "normal" 206
"an" "nasal" "normal" 192
"an" "nasal" "normal" 214
"an" "nasal" "normal" 203
"an" "nasal" "normal" 141
"an" "nasal" "normal" 167
"an" "nasal" "normal" 176
"an" "nasal" "normal" 160
"an" "nasal" "normal" 186
"an" "nasal" "normal" 167
"an" "nasal" "normal" 127
"an" "nasal" "normal" 157
"an" "nasal" "normal" 162
"an" "nasal" "normal" 142
"an" "nasal" "normal" 170
"an" "nasal" "normal" 173
"an" "nasal" "normal" 173
"an" "nasal" "normal" 163
"an" "nasal" "normal" 170
"an" "nasal" "normal" 173
"an" "nasal" "normal" 186
"an" "nasal" "normal" 182
"an" "nasal" "normal" 158
"an" "nasal" "normal" 158
"an" "nasal" "normal" 153
"an" "nasal" "normal" 186
"an" "nasal" "normal" 176
"an" "nasal" "normal" 196
"an" "nasal" "normal" 141
"an" "nasal" "normal" 182
"an" "nasal" "normal" 142
"an" "nasal" "normal" 203
"an" "nasal" "normal" 193
"an" "nasal" "normal" 162
"an" "nasal" "normal" 184
"an" "nasal" "normal" 183
"an" "nasal" "normal" 157
"on" "oral" "normal" 62
"on" "oral" "normal" 52
"on" "oral" "normal" 39
"on" "oral" "normal" 31
"on" "oral" "normal" 46
"on" "oral" "normal" 48
"on" "oral" "normal" 46
"on" "oral" "normal" 40
"on" "oral" "normal" 30
"on" "oral" "normal" 35
"on" "oral" "normal" 24
"on" "oral" "normal" 55
"on" "oral" "normal" 40
"on" "oral" "normal" 34
"on" "oral" "normal" 50
"on" "oral" "normal" 68
"on" "oral" "normal" 36
"on" "oral" "normal" 54
"on" "oral" "normal" 37
"on" "oral" "normal" 67
"on" "oral" "normal" 43
"on" "oral" "normal" 52
"on" "oral" "normal" 35
"on" "oral" "normal" 42
"on" "oral" "normal" 56
"on" "oral" "normal" 48
"on" "oral" "normal" 65
"on" "oral" "normal" 52
"on" "oral" "normal" 52
"on" "oral" "normal" 35
"on" "oral" "normal" 42
"on" "oral" "normal" 35
"on" "oral" "normal" 29
"on" "oral" "normal" 29
"on" "oral" "normal" 35
"on" "oral" "normal" 34
"on" "oral" "normal" 44
"on" "oral" "normal" 53
"on" "oral" "normal" 67
"on" "oral" "normal" 42
"on" "oral" "normal" 30
"on" "oral" "normal" 39
"on" "oral" "normal" 26
"on" "oral" "normal" 46
"on" "oral" "normal" 38
"on" "oral" "normal" 53
"on" "oral" "normal" 57
"on" "oral" "normal" 43
"on" "oral" "normal" 51
"on" "oral" "normal" 30
"on" "oral" "normal" 41
"on" "oral" "normal" 47
"on" "oral" "normal" 44
"on" "oral" "normal" 25
"on" "oral" "normal" 44
"on" "oral" "normal" 45
"on" "oral" "normal" 48
"on" "oral" "normal" 30
"on" "oral" "normal" 47
"on" "oral" "normal" 30
"on" "nasal" "normal" 184
"on" "nasal" "normal" 186
"on" "nasal" "normal" 146
"on" "nasal" "normal" 157
"on" "nasal" "normal" 154
"on" "nasal" "normal" 156
"on" "nasal" "normal" 152
"on" "nasal" "normal" 149
"on" "nasal" "normal" 119
"on" "nasal" "normal" 178
"on" "nasal" "normal" 177
"on" "nasal" "normal" 182
"on" "nasal" "normal" 124
"on" "nasal" "normal" 126
"on" "nasal" "normal" 162
"on" "nasal" "normal" 148
"on" "nasal" "normal" 177
"on" "nasal" "normal" 142
"on" "nasal" "normal" 170
"on" "nasal" "normal" 154
"on" "nasal" "normal" 190
"on" "nasal" "normal" 192
"on" "nasal" "normal" 145
"on" "nasal" "normal" 179
"on" "nasal" "normal" 156
"on" "nasal" "normal" 184
"on" "nasal" "normal" 153
"on" "nasal" "normal" 175
"on" "nasal" "normal" 137
"on" "nasal" "normal" 173
"on" "nasal" "normal" 157
"on" "nasal" "normal" 182
"on" "nasal" "normal" 138
"on" "nasal" "normal" 166
"on" "nasal" "normal" 170
"on" "nasal" "normal" 163
"on" "nasal" "normal" 133
"on" "nasal" "normal" 175
"on" "nasal" "normal" 137
"on" "nasal" "normal" 205
"on" "nasal" "normal" 167
"on" "nasal" "normal" 163
"on" "nasal" "normal" 169
"on" "nasal" "normal" 188
"on" "nasal" "normal" 143
"on" "nasal" "normal" 141
"on" "nasal" "normal" 176
"on" "nasal" "normal" 173
"on" "nasal" "normal" 151
"on" "nasal" "normal" 163
"on" "nasal" "normal" 143
"on" "nasal" "normal" 177
"on" "nasal" "normal" 175
"on" "nasal" "normal" 147
"on" "nasal" "normal" 163
"on" "nasal" "normal" 172
"on" "nasal" "normal" 195
"on" "nasal" "normal" 188
"on" "nasal" "normal" 163
"on" "nasal" "normal" 184
