"voyelle" "partie" "vitesse" "durée"
"ain" "nasal" "lente" 346
"ain" "nasal" "lente" 384
"ain" "nasal" "lente" 394
"ain" "nasal" "lente" 283
"ain" "nasal" "lente" 378
"ain" "nasal" "lente" 409
"ain" "nasal" "lente" 404
"ain" "nasal" "lente" 368
"ain" "nasal" "lente" 350
"ain" "nasal" "lente" 337
"ain" "nasal" "lente" 367
"ain" "nasal" "lente" 316
"ain" "nasal" "lente" 373
"ain" "nasal" "lente" 318
"ain" "nasal" "lente" 380
"ain" "nasal" "lente" 358
"ain" "nasal" "lente" 411
"ain" "nasal" "lente" 382
"ain" "nasal" "lente" 362
"ain" "nasal" "lente" 339
"ain" "nasal" "lente" 349
"ain" "nasal" "lente" 330
"ain" "nasal" "lente" 353
"ain" "nasal" "lente" 364
"ain" "nasal" "lente" 371
"ain" "nasal" "lente" 356
"ain" "nasal" "lente" 324
"ain" "nasal" "lente" 341
"ain" "nasal" "lente" 332
"ain" "nasal" "lente" 330
"ain" "nasal" "lente" 381
"ain" "nasal" "lente" 337
"ain" "nasal" "lente" 346
"ain" "nasal" "lente" 404
"ain" "nasal" "lente" 306
"ain" "nasal" "lente" 342
"ain" "nasal" "lente" 343
"ain" "nasal" "lente" 327
"ain" "nasal" "lente" 289
"ain" "nasal" "lente" 337
"ain" "nasal" "lente" 358
"ain" "nasal" "lente" 356
"ain" "nasal" "lente" 358
"ain" "nasal" "lente" 368
"ain" "nasal" "lente" 301
"ain" "nasal" "lente" 356
"an" "oral" "lente" 65
"an" "oral" "lente" 86
"an" "oral" "lente" 62
"an" "oral" "lente" 39
"an" "oral" "lente" 85
"an" "oral" "lente" 157
"an" "oral" "lente" 117
"an" "oral" "lente" 98
"an" "oral" "lente" 126
"an" "oral" "lente" 69
"an" "oral" "lente" 94
"an" "oral" "lente" 75
"an" "oral" "lente" 124
"an" "oral" "lente" 108
"an" "oral" "lente" 78
"an" "oral" "lente" 64
"an" "oral" "lente" 17
"an" "oral" "lente" 26
"an" "oral" "lente" 65
"an" "oral" "lente" 102
"an" "oral" "lente" 132
"an" "oral" "lente" 74
"an" "oral" "lente" 79
"an" "oral" "lente" 85
"an" "oral" "lente" 100
"an" "oral" "lente" 21
"an" "oral" "lente" 82
"an" "oral" "lente" 124
"an" "oral" "lente" 74
"an" "oral" "lente" 100
"an" "oral" "lente" 125
"an" "oral" "lente" 148
"an" "oral" "lente" 100
"an" "oral" "lente" 92
"an" "oral" "lente" 33
"an" "oral" "lente" 93
"an" "oral" "lente" 118
"an" "oral" "lente" 115
"an" "oral" "lente" 110
"an" "oral" "lente" 80
"an" "oral" "lente" 97
"an" "oral" "lente" 115
"an" "oral" "lente" 135
"an" "oral" "lente" 109
"an" "oral" "lente" 110
"an" "oral" "lente" 94
"an" "oral" "lente" 105
"an" "oral" "lente" 92
"an" "oral" "lente" 78
"an" "oral" "lente" 88
"an" "oral" "lente" 71
"an" "oral" "lente" 93
"an" "oral" "lente" 123
"an" "oral" "lente" 56
"an" "oral" "lente" 48
"an" "oral" "lente" 89
"an" "oral" "lente" 58
"an" "oral" "lente" 112
"an" "oral" "lente" 148
"an" "oral" "lente" 74
"an" "nasal" "lente" 402
"an" "nasal" "lente" 449
"an" "nasal" "lente" 463
"an" "nasal" "lente" 472
"an" "nasal" "lente" 381
"an" "nasal" "lente" 393
"an" "nasal" "lente" 414
"an" "nasal" "lente" 317
"an" "nasal" "lente" 408
"an" "nasal" "lente" 433
"an" "nasal" "lente" 395
"an" "nasal" "lente" 375
"an" "nasal" "lente" 420
"an" "nasal" "lente" 425
"an" "nasal" "lente" 387
"an" "nasal" "lente" 418
"an" "nasal" "lente" 407
"an" "nasal" "lente" 313
"an" "nasal" "lente" 394
"an" "nasal" "lente" 411
"an" "nasal" "lente" 427
"an" "nasal" "lente" 496
"an" "nasal" "lente" 305
"an" "nasal" "lente" 438
"an" "nasal" "lente" 442
"an" "nasal" "lente" 347
"an" "nasal" "lente" 475
"an" "nasal" "lente" 428
"an" "nasal" "lente" 420
"an" "nasal" "lente" 442
"an" "nasal" "lente" 366
"an" "nasal" "lente" 472
"an" "nasal" "lente" 442
"an" "nasal" "lente" 435
"an" "nasal" "lente" 482
"an" "nasal" "lente" 394
"an" "nasal" "lente" 331
"an" "nasal" "lente" 357
"an" "nasal" "lente" 430
"an" "nasal" "lente" 504
"an" "nasal" "lente" 389
"an" "nasal" "lente" 441
"an" "nasal" "lente" 447
"an" "nasal" "lente" 352
"an" "nasal" "lente" 393
"an" "nasal" "lente" 369
"an" "nasal" "lente" 368
"an" "nasal" "lente" 497
"an" "nasal" "lente" 388
"an" "nasal" "lente" 330
"an" "nasal" "lente" 448
"an" "nasal" "lente" 298
"an" "nasal" "lente" 425
"an" "nasal" "lente" 431
"an" "nasal" "lente" 375
"an" "nasal" "lente" 329
"an" "nasal" "lente" 403
"an" "nasal" "lente" 443
"an" "nasal" "lente" 453
"an" "nasal" "lente" 396
"on" "oral" "lente" 113
"on" "oral" "lente" 123
"on" "oral" "lente" 15
"on" "oral" "lente" 108
"on" "oral" "lente" 139
"on" "oral" "lente" 124
"on" "oral" "lente" 50
"on" "oral" "lente" 56
"on" "oral" "lente" 70
"on" "oral" "lente" 81
"on" "oral" "lente" 104
"on" "oral" "lente" 92
"on" "oral" "lente" 99
"on" "oral" "lente" 102
"on" "oral" "lente" 50
"on" "oral" "lente" 120
"on" "oral" "lente" 24
"on" "oral" "lente" 124
"on" "oral" "lente" 129
"on" "oral" "lente" 43
"on" "oral" "lente" 141
"on" "oral" "lente" 36
"on" "oral" "lente" 60
"on" "oral" "lente" 74
"on" "oral" "lente" 101
"on" "oral" "lente" 140
"on" "oral" "lente" 44
"on" "oral" "lente" 113
"on" "oral" "lente" 70
"on" "oral" "lente" 33
"on" "oral" "lente" 31
"on" "oral" "lente" 63
"on" "oral" "lente" 117
"on" "oral" "lente" 43
"on" "oral" "lente" 39
"on" "oral" "lente" 93
"on" "oral" "lente" 64
"on" "oral" "lente" 84
"on" "oral" "lente" 76
"on" "oral" "lente" 15
"on" "oral" "lente" 34
"on" "oral" "lente" 113
"on" "oral" "lente" 56
"on" "oral" "lente" 36
"on" "oral" "lente" 87
"on" "oral" "lente" 106
"on" "oral" "lente" 68
"on" "oral" "lente" 118
"on" "oral" "lente" 117
"on" "oral" "lente" 116
"on" "oral" "lente" 109
"on" "oral" "lente" 26
"on" "oral" "lente" 126
"on" "oral" "lente" 132
"on" "oral" "lente" 48
"on" "oral" "lente" 72
"on" "oral" "lente" 25
"on" "oral" "lente" 147
"on" "oral" "lente" 162
"on" "oral" "lente" 4
"on" "nasal" "lente" 368
"on" "nasal" "lente" 482
"on" "nasal" "lente" 409
"on" "nasal" "lente" 428
"on" "nasal" "lente" 382
"on" "nasal" "lente" 435
"on" "nasal" "lente" 418
"on" "nasal" "lente" 393
"on" "nasal" "lente" 355
"on" "nasal" "lente" 473
"on" "nasal" "lente" 394
"on" "nasal" "lente" 438
"on" "nasal" "lente" 452
"on" "nasal" "lente" 390
"on" "nasal" "lente" 450
"on" "nasal" "lente" 394
"on" "nasal" "lente" 447
"on" "nasal" "lente" 377
"on" "nasal" "lente" 391
"on" "nasal" "lente" 394
"on" "nasal" "lente" 414
"on" "nasal" "lente" 438
"on" "nasal" "lente" 485
"on" "nasal" "lente" 428
"on" "nasal" "lente" 435
"on" "nasal" "lente" 420
"on" "nasal" "lente" 416
"on" "nasal" "lente" 514
"on" "nasal" "lente" 447
"on" "nasal" "lente" 461
"on" "nasal" "lente" 420
"on" "nasal" "lente" 433
"on" "nasal" "lente" 364
"on" "nasal" "lente" 419
"on" "nasal" "lente" 446
"on" "nasal" "lente" 455
"on" "nasal" "lente" 503
"on" "nasal" "lente" 471
"on" "nasal" "lente" 434
"on" "nasal" "lente" 490
"on" "nasal" "lente" 438
"on" "nasal" "lente" 485
"on" "nasal" "lente" 421
"on" "nasal" "lente" 355
"on" "nasal" "lente" 509
"on" "nasal" "lente" 432
"on" "nasal" "lente" 435
"on" "nasal" "lente" 424
"on" "nasal" "lente" 434
"on" "nasal" "lente" 450
"on" "nasal" "lente" 419
"on" "nasal" "lente" 435
"on" "nasal" "lente" 408
"on" "nasal" "lente" 426
"on" "nasal" "lente" 533
"on" "nasal" "lente" 406
"on" "nasal" "lente" 415
"on" "nasal" "lente" 407
"on" "nasal" "lente" 487
"on" "nasal" "lente" 429
