"voyelle" "partie" "vitesse" "durée" "groupe"
"ain" "oral" "lente" 107 "group1"
"ain" "oral" "lente" 98 "group1"
"ain" "oral" "lente" 86 "group1"
"ain" "oral" "lente" 76 "group1"
"ain" "nasal" "lente" 335 "group1"
"ain" "nasal" "lente" 354 "group1"
"ain" "nasal" "lente" 375 "group1"
"ain" "nasal" "lente" 355 "group1"
"ain" "nasal" "lente" 359 "group1"
"ain" "nasal" "lente" 324 "group1"
"ain" "nasal" "lente" 332 "group1"
"ain" "nasal" "lente" 372 "group1"
"ain" "nasal" "lente" 322 "group1"
"ain" "nasal" "lente" 360 "group1"
"ain" "nasal" "lente" 332 "group1"
"ain" "nasal" "lente" 387 "group1"
"ain" "nasal" "lente" 268 "group1"
"ain" "nasal" "lente" 389 "group1"
"ain" "nasal" "lente" 346 "group1"
"ain" "nasal" "lente" 384 "group1"
"ain" "nasal" "lente" 394 "group1"
"ain" "nasal" "lente" 283 "group1"
"ain" "nasal" "lente" 378 "group1"
"ain" "nasal" "lente" 409 "group1"
"ain" "nasal" "lente" 404 "group1"
"ain" "nasal" "lente" 368 "group1"
"ain" "nasal" "lente" 350 "group1"
"ain" "nasal" "lente" 337 "group1"
"ain" "nasal" "lente" 367 "group1"
"ain" "nasal" "lente" 316 "group1"
"ain" "nasal" "lente" 373 "group1"
"ain" "nasal" "lente" 318 "group1"
"ain" "nasal" "lente" 380 "group1"
"ain" "nasal" "lente" 358 "group1"
"ain" "nasal" "lente" 411 "group1"
"ain" "nasal" "lente" 382 "group1"
"ain" "nasal" "lente" 362 "group1"
"ain" "nasal" "lente" 339 "group1"
"ain" "nasal" "lente" 349 "group1"
"ain" "nasal" "lente" 330 "group1"
"ain" "nasal" "lente" 353 "group1"
"ain" "nasal" "lente" 364 "group1"
"ain" "nasal" "lente" 371 "group1"
"ain" "nasal" "lente" 356 "group1"
"ain" "nasal" "lente" 324 "group1"
"ain" "nasal" "lente" 341 "group1"
"ain" "nasal" "lente" 332 "group1"
"ain" "nasal" "lente" 330 "group1"
"ain" "nasal" "lente" 381 "group1"
"ain" "nasal" "lente" 337 "group1"
"ain" "nasal" "lente" 346 "group1"
"ain" "nasal" "lente" 404 "group1"
"ain" "nasal" "lente" 306 "group1"
"ain" "nasal" "lente" 342 "group1"
"ain" "nasal" "lente" 343 "group1"
"ain" "nasal" "lente" 327 "group1"
"ain" "nasal" "lente" 289 "group1"
"ain" "nasal" "lente" 337 "group1"
"ain" "nasal" "lente" 358 "group1"
"ain" "nasal" "lente" 356 "group1"
"ain" "nasal" "lente" 358 "group1"
"ain" "nasal" "lente" 368 "group1"
"ain" "nasal" "lente" 301 "group1"
"ain" "nasal" "lente" 356 "group1"
"an" "oral" "lente" 65 "group1"
"an" "oral" "lente" 86 "group1"
"an" "oral" "lente" 62 "group1"
"an" "oral" "lente" 39 "group1"
"an" "oral" "lente" 85 "group1"
"an" "oral" "lente" 157 "group1"
"an" "oral" "lente" 117 "group1"
"an" "oral" "lente" 98 "group1"
"an" "oral" "lente" 126 "group1"
"an" "oral" "lente" 69 "group1"
"an" "oral" "lente" 94 "group1"
"an" "oral" "lente" 75 "group1"
"an" "oral" "lente" 124 "group1"
"an" "oral" "lente" 108 "group1"
"an" "oral" "lente" 78 "group1"
"an" "oral" "lente" 64 "group1"
"an" "oral" "lente" 17 "group1"
"an" "oral" "lente" 26 "group1"
"an" "oral" "lente" 65 "group1"
"an" "oral" "lente" 102 "group1"
"an" "oral" "lente" 132 "group1"
"an" "oral" "lente" 74 "group1"
"an" "oral" "lente" 79 "group1"
"an" "oral" "lente" 85 "group1"
"an" "oral" "lente" 100 "group1"
"an" "oral" "lente" 21 "group1"
"an" "oral" "lente" 82 "group1"
"an" "oral" "lente" 124 "group1"
"an" "oral" "lente" 74 "group1"
"an" "oral" "lente" 100 "group1"
"an" "oral" "lente" 125 "group1"
"an" "oral" "lente" 148 "group1"
"an" "oral" "lente" 100 "group1"
"an" "oral" "lente" 92 "group1"
"an" "oral" "lente" 33 "group1"
"an" "oral" "lente" 93 "group1"
"an" "oral" "lente" 118 "group1"
"an" "oral" "lente" 115 "group1"
"an" "oral" "lente" 110 "group1"
"an" "oral" "lente" 80 "group1"
"an" "oral" "lente" 97 "group1"
"an" "oral" "lente" 115 "group1"
"an" "oral" "lente" 135 "group1"
"an" "oral" "lente" 109 "group1"
"an" "oral" "lente" 110 "group1"
"an" "oral" "lente" 94 "group1"
"an" "oral" "lente" 105 "group1"
"an" "oral" "lente" 92 "group1"
"an" "oral" "lente" 78 "group1"
"an" "oral" "lente" 88 "group1"
"an" "oral" "lente" 71 "group1"
"an" "oral" "lente" 93 "group1"
"an" "oral" "lente" 123 "group1"
"an" "oral" "lente" 56 "group1"
"an" "oral" "lente" 48 "group1"
"an" "oral" "lente" 89 "group1"
"an" "oral" "lente" 58 "group1"
"an" "oral" "lente" 112 "group1"
"an" "oral" "lente" 148 "group1"
"an" "oral" "lente" 74 "group1"
"an" "nasal" "lente" 402 "group1"
"an" "nasal" "lente" 449 "group1"
"an" "nasal" "lente" 463 "group1"
"an" "nasal" "lente" 472 "group1"
"an" "nasal" "lente" 381 "group1"
"an" "nasal" "lente" 393 "group1"
"an" "nasal" "lente" 414 "group1"
"an" "nasal" "lente" 317 "group1"
"an" "nasal" "lente" 408 "group1"
"an" "nasal" "lente" 433 "group1"
"an" "nasal" "lente" 395 "group1"
"an" "nasal" "lente" 375 "group1"
"an" "nasal" "lente" 420 "group1"
"an" "nasal" "lente" 425 "group1"
"an" "nasal" "lente" 387 "group1"
"an" "nasal" "lente" 418 "group1"
"an" "nasal" "lente" 407 "group1"
"an" "nasal" "lente" 313 "group1"
"an" "nasal" "lente" 394 "group1"
"an" "nasal" "lente" 411 "group1"
"an" "nasal" "lente" 427 "group1"
"an" "nasal" "lente" 496 "group1"
"an" "nasal" "lente" 305 "group1"
"an" "nasal" "lente" 438 "group1"
"an" "nasal" "lente" 442 "group1"
"an" "nasal" "lente" 347 "group1"
"an" "nasal" "lente" 475 "group1"
"an" "nasal" "lente" 428 "group1"
"an" "nasal" "lente" 420 "group1"
"an" "nasal" "lente" 442 "group1"
"an" "nasal" "lente" 366 "group1"
"an" "nasal" "lente" 472 "group1"
"an" "nasal" "lente" 442 "group1"
"an" "nasal" "lente" 435 "group1"
"an" "nasal" "lente" 482 "group1"
"an" "nasal" "lente" 394 "group1"
"an" "nasal" "lente" 331 "group1"
"an" "nasal" "lente" 357 "group1"
"an" "nasal" "lente" 430 "group1"
"an" "nasal" "lente" 504 "group1"
"an" "nasal" "lente" 389 "group1"
"an" "nasal" "lente" 441 "group1"
"an" "nasal" "lente" 447 "group1"
"an" "nasal" "lente" 352 "group1"
"an" "nasal" "lente" 393 "group1"
"an" "nasal" "lente" 369 "group1"
"an" "nasal" "lente" 368 "group1"
"an" "nasal" "lente" 497 "group1"
"an" "nasal" "lente" 388 "group1"
"an" "nasal" "lente" 330 "group1"
"an" "nasal" "lente" 448 "group1"
"an" "nasal" "lente" 298 "group1"
"an" "nasal" "lente" 425 "group1"
"an" "nasal" "lente" 431 "group1"
"an" "nasal" "lente" 375 "group1"
"an" "nasal" "lente" 329 "group1"
"an" "nasal" "lente" 403 "group1"
"an" "nasal" "lente" 443 "group1"
"an" "nasal" "lente" 453 "group1"
"an" "nasal" "lente" 396 "group1"
"on" "oral" "lente" 113 "group1"
"on" "oral" "lente" 123 "group1"
"on" "oral" "lente" 15 "group1"
"on" "oral" "lente" 108 "group1"
"on" "oral" "lente" 139 "group1"
"on" "oral" "lente" 124 "group1"
"on" "oral" "lente" 50 "group1"
"on" "oral" "lente" 56 "group1"
"on" "oral" "lente" 70 "group1"
"on" "oral" "lente" 81 "group1"
"on" "oral" "lente" 104 "group1"
"on" "oral" "lente" 92 "group1"
"on" "oral" "lente" 99 "group1"
"on" "oral" "lente" 102 "group1"
"on" "oral" "lente" 50 "group1"
"on" "oral" "lente" 120 "group1"
"on" "oral" "lente" 24 "group1"
"on" "oral" "lente" 124 "group1"
"on" "oral" "lente" 129 "group1"
"on" "oral" "lente" 43 "group1"
"on" "oral" "lente" 141 "group1"
"on" "oral" "lente" 36 "group1"
"on" "oral" "lente" 60 "group1"
"on" "oral" "lente" 74 "group1"
"on" "oral" "lente" 101 "group1"
"on" "oral" "lente" 140 "group1"
"on" "oral" "lente" 44 "group1"
"on" "oral" "lente" 113 "group1"
"on" "oral" "lente" 70 "group1"
"on" "oral" "lente" 33 "group1"
"on" "oral" "lente" 31 "group1"
"on" "oral" "lente" 63 "group1"
"on" "oral" "lente" 117 "group1"
"on" "oral" "lente" 43 "group1"
"on" "oral" "lente" 39 "group1"
"on" "oral" "lente" 93 "group1"
"on" "oral" "lente" 64 "group1"
"on" "oral" "lente" 84 "group1"
"on" "oral" "lente" 76 "group1"
"on" "oral" "lente" 15 "group1"
"on" "oral" "lente" 34 "group1"
"on" "oral" "lente" 113 "group1"
"on" "oral" "lente" 56 "group1"
"on" "oral" "lente" 36 "group1"
"on" "oral" "lente" 87 "group1"
"on" "oral" "lente" 106 "group1"
"on" "oral" "lente" 68 "group1"
"on" "oral" "lente" 118 "group1"
"on" "oral" "lente" 117 "group1"
"on" "oral" "lente" 116 "group1"
"on" "oral" "lente" 109 "group1"
"on" "oral" "lente" 26 "group1"
"on" "oral" "lente" 126 "group1"
"on" "oral" "lente" 132 "group1"
"on" "oral" "lente" 48 "group1"
"on" "oral" "lente" 72 "group1"
"on" "oral" "lente" 25 "group1"
"on" "oral" "lente" 147 "group1"
"on" "oral" "lente" 162 "group1"
"on" "oral" "lente" 4 "group1"
"on" "nasal" "lente" 368 "group1"
"on" "nasal" "lente" 482 "group1"
"on" "nasal" "lente" 409 "group1"
"on" "nasal" "lente" 428 "group1"
"on" "nasal" "lente" 382 "group1"
"on" "nasal" "lente" 435 "group1"
"on" "nasal" "lente" 418 "group1"
"on" "nasal" "lente" 393 "group1"
"on" "nasal" "lente" 355 "group1"
"on" "nasal" "lente" 473 "group1"
"on" "nasal" "lente" 394 "group1"
"on" "nasal" "lente" 438 "group1"
"on" "nasal" "lente" 452 "group1"
"on" "nasal" "lente" 390 "group1"
"on" "nasal" "lente" 450 "group1"
"on" "nasal" "lente" 394 "group1"
"on" "nasal" "lente" 447 "group1"
"on" "nasal" "lente" 377 "group1"
"on" "nasal" "lente" 391 "group1"
"on" "nasal" "lente" 394 "group1"
"on" "nasal" "lente" 414 "group1"
"on" "nasal" "lente" 438 "group1"
"on" "nasal" "lente" 485 "group1"
"on" "nasal" "lente" 428 "group1"
"on" "nasal" "lente" 435 "group1"
"on" "nasal" "lente" 420 "group1"
"on" "nasal" "lente" 416 "group1"
"on" "nasal" "lente" 514 "group1"
"on" "nasal" "lente" 447 "group1"
"on" "nasal" "lente" 461 "group1"
"on" "nasal" "lente" 420 "group1"
"on" "nasal" "lente" 433 "group1"
"on" "nasal" "lente" 364 "group1"
"on" "nasal" "lente" 419 "group1"
"on" "nasal" "lente" 446 "group1"
"on" "nasal" "lente" 455 "group1"
"on" "nasal" "lente" 503 "group1"
"on" "nasal" "lente" 471 "group1"
"on" "nasal" "lente" 434 "group1"
"on" "nasal" "lente" 490 "group1"
"on" "nasal" "lente" 438 "group1"
"on" "nasal" "lente" 485 "group1"
"on" "nasal" "lente" 421 "group1"
"on" "nasal" "lente" 355 "group1"
"on" "nasal" "lente" 509 "group1"
"on" "nasal" "lente" 432 "group1"
"on" "nasal" "lente" 435 "group1"
"on" "nasal" "lente" 424 "group1"
"on" "nasal" "lente" 434 "group1"
"on" "nasal" "lente" 450 "group1"
"on" "nasal" "lente" 419 "group1"
"on" "nasal" "lente" 435 "group1"
"on" "nasal" "lente" 408 "group1"
"on" "nasal" "lente" 426 "group1"
"on" "nasal" "lente" 533 "group1"
"on" "nasal" "lente" 406 "group1"
"on" "nasal" "lente" 415 "group1"
"on" "nasal" "lente" 407 "group1"
"on" "nasal" "lente" 487 "group1"
"on" "nasal" "lente" 429 "group1"
"ain" "oral" "lente" 63 "group2"
"ain" "oral" "lente" 87 "group2"
"ain" "oral" "lente" 85 "group2"
"ain" "oral" "lente" 63 "group2"
"ain" "oral" "lente" 73 "group2"
"ain" "oral" "lente" 87 "group2"
"ain" "oral" "lente" 90 "group2"
"ain" "oral" "lente" 64 "group2"
"ain" "oral" "lente" 69 "group2"
"ain" "oral" "lente" 69 "group2"
"ain" "oral" "lente" 81 "group2"
"ain" "oral" "lente" 77 "group2"
"ain" "oral" "lente" 96 "group2"
"ain" "oral" "lente" 61 "group2"
"ain" "oral" "lente" 45 "group2"
"ain" "oral" "lente" 87 "group2"
"ain" "oral" "lente" 84 "group2"
"ain" "oral" "lente" 61 "group2"
"ain" "oral" "lente" 76 "group2"
"ain" "oral" "lente" 82 "group2"
"ain" "oral" "lente" 70 "group2"
"ain" "oral" "lente" 75 "group2"
"ain" "oral" "lente" 61 "group2"
"ain" "oral" "lente" 78 "group2"
"ain" "oral" "lente" 68 "group2"
"ain" "oral" "lente" 68 "group2"
"ain" "oral" "lente" 69 "group2"
"ain" "oral" "lente" 62 "group2"
"ain" "oral" "lente" 68 "group2"
"ain" "oral" "lente" 82 "group2"
"ain" "oral" "lente" 63 "group2"
"ain" "oral" "lente" 52 "group2"
"ain" "oral" "lente" 73 "group2"
"ain" "oral" "lente" 68 "group2"
"ain" "oral" "lente" 89 "group2"
"ain" "oral" "lente" 81 "group2"
"ain" "oral" "lente" 81 "group2"
"ain" "oral" "lente" 69 "group2"
"ain" "oral" "lente" 61 "group2"
"ain" "oral" "lente" 84 "group2"
"ain" "oral" "lente" 79 "group2"
"ain" "oral" "lente" 88 "group2"
"ain" "oral" "lente" 87 "group2"
"ain" "oral" "lente" 78 "group2"
"ain" "oral" "lente" 86 "group2"
"ain" "oral" "lente" 61 "group2"
"ain" "oral" "lente" 103 "group2"
"ain" "oral" "lente" 89 "group2"
"ain" "oral" "lente" 89 "group2"
"ain" "oral" "lente" 60 "group2"
"ain" "oral" "lente" 80 "group2"
"ain" "oral" "lente" 110 "group2"
"ain" "oral" "lente" 85 "group2"
"ain" "oral" "lente" 57 "group2"
"ain" "oral" "lente" 62 "group2"
"ain" "oral" "lente" 75 "group2"
"ain" "oral" "lente" 82 "group2"
"ain" "oral" "lente" 76 "group2"
"ain" "oral" "lente" 75 "group2"
"ain" "oral" "lente" 81 "group2"
"ain" "nasal" "lente" 259 "group2"
"ain" "nasal" "lente" 258 "group2"
"ain" "nasal" "lente" 280 "group2"
"ain" "nasal" "lente" 254 "group2"
"ain" "nasal" "lente" 248 "group2"
"ain" "nasal" "lente" 282 "group2"
"ain" "nasal" "lente" 248 "group2"
"ain" "nasal" "lente" 363 "group2"
"ain" "nasal" "lente" 282 "group2"
"ain" "nasal" "lente" 281 "group2"
"ain" "nasal" "lente" 314 "group2"
"ain" "nasal" "lente" 301 "group2"
"ain" "nasal" "lente" 311 "group2"
"ain" "nasal" "lente" 303 "group2"
"ain" "nasal" "lente" 301 "group2"
"ain" "nasal" "lente" 324 "group2"
"ain" "nasal" "lente" 337 "group2"
"ain" "nasal" "lente" 259 "group2"
"ain" "nasal" "lente" 290 "group2"
"ain" "nasal" "lente" 278 "group2"
"ain" "nasal" "lente" 310 "group2"
"ain" "nasal" "lente" 245 "group2"
"ain" "nasal" "lente" 314 "group2"
"ain" "nasal" "lente" 268 "group2"
"ain" "nasal" "lente" 316 "group2"
"ain" "nasal" "lente" 277 "group2"
"ain" "nasal" "lente" 298 "group2"
"ain" "nasal" "lente" 316 "group2"
"ain" "nasal" "lente" 250 "group2"
"ain" "nasal" "lente" 302 "group2"
"ain" "nasal" "lente" 237 "group2"
"ain" "nasal" "lente" 279 "group2"
"ain" "nasal" "lente" 285 "group2"
"ain" "nasal" "lente" 322 "group2"
"ain" "nasal" "lente" 317 "group2"
"ain" "nasal" "lente" 268 "group2"
"ain" "nasal" "lente" 295 "group2"
"ain" "nasal" "lente" 265 "group2"
"ain" "nasal" "lente" 239 "group2"
"ain" "nasal" "lente" 238 "group2"
"ain" "nasal" "lente" 289 "group2"
"ain" "nasal" "lente" 260 "group2"
"ain" "nasal" "lente" 276 "group2"
"ain" "nasal" "lente" 247 "group2"
"ain" "nasal" "lente" 284 "group2"
"ain" "nasal" "lente" 317 "group2"
"ain" "nasal" "lente" 273 "group2"
"ain" "nasal" "lente" 236 "group2"
"ain" "nasal" "lente" 248 "group2"
"ain" "nasal" "lente" 234 "group2"
"ain" "nasal" "lente" 288 "group2"
"ain" "nasal" "lente" 265 "group2"
"ain" "nasal" "lente" 305 "group2"
"ain" "nasal" "lente" 206 "group2"
"ain" "nasal" "lente" 298 "group2"
"ain" "nasal" "lente" 331 "group2"
"ain" "nasal" "lente" 352 "group2"
"ain" "nasal" "lente" 303 "group2"
"ain" "nasal" "lente" 251 "group2"
"ain" "nasal" "lente" 270 "group2"
"an" "oral" "lente" 159 "group2"
"an" "oral" "lente" 151 "group2"
"an" "oral" "lente" 139 "group2"
"an" "oral" "lente" 174 "group2"
"an" "oral" "lente" 150 "group2"
"an" "oral" "lente" 143 "group2"
"an" "oral" "lente" 125 "group2"
"an" "oral" "lente" 150 "group2"
"an" "oral" "lente" 185 "group2"
"an" "oral" "lente" 176 "group2"
"an" "oral" "lente" 136 "group2"
"an" "oral" "lente" 121 "group2"
"an" "oral" "lente" 131 "group2"
"an" "oral" "lente" 148 "group2"
"an" "oral" "lente" 149 "group2"
"an" "oral" "lente" 138 "group2"
"an" "oral" "lente" 129 "group2"
"an" "oral" "lente" 131 "group2"
"an" "oral" "lente" 167 "group2"
"an" "oral" "lente" 159 "group2"
"an" "oral" "lente" 121 "group2"
"an" "oral" "lente" 135 "group2"
"an" "oral" "lente" 140 "group2"
"an" "oral" "lente" 143 "group2"
"an" "oral" "lente" 163 "group2"
"an" "oral" "lente" 127 "group2"
"an" "oral" "lente" 182 "group2"
"an" "oral" "lente" 144 "group2"
"an" "oral" "lente" 164 "group2"
"an" "oral" "lente" 156 "group2"
"an" "oral" "lente" 144 "group2"
"an" "oral" "lente" 150 "group2"
"an" "oral" "lente" 160 "group2"
"an" "oral" "lente" 159 "group2"
"an" "oral" "lente" 182 "group2"
"an" "oral" "lente" 122 "group2"
"an" "oral" "lente" 182 "group2"
"an" "oral" "lente" 169 "group2"
"an" "oral" "lente" 172 "group2"
"an" "oral" "lente" 151 "group2"
"an" "oral" "lente" 159 "group2"
"an" "oral" "lente" 147 "group2"
"an" "oral" "lente" 152 "group2"
"an" "oral" "lente" 150 "group2"
"an" "oral" "lente" 138 "group2"
"an" "oral" "lente" 116 "group2"
"an" "oral" "lente" 132 "group2"
"an" "oral" "lente" 146 "group2"
"an" "oral" "lente" 156 "group2"
"an" "oral" "lente" 148 "group2"
"an" "oral" "lente" 133 "group2"
"an" "oral" "lente" 156 "group2"
"an" "oral" "lente" 133 "group2"
"an" "oral" "lente" 177 "group2"
"an" "oral" "lente" 185 "group2"
"an" "oral" "lente" 154 "group2"
"an" "oral" "lente" 127 "group2"
"an" "oral" "lente" 145 "group2"
"an" "oral" "lente" 113 "group2"
"an" "oral" "lente" 161 "group2"
"an" "nasal" "lente" 307 "group2"
"an" "nasal" "lente" 272 "group2"
"an" "nasal" "lente" 239 "group2"
"an" "nasal" "lente" 301 "group2"
"an" "nasal" "lente" 256 "group2"
"an" "nasal" "lente" 340 "group2"
"an" "nasal" "lente" 304 "group2"
"an" "nasal" "lente" 270 "group2"
"an" "nasal" "lente" 267 "group2"
"an" "nasal" "lente" 218 "group2"
"an" "nasal" "lente" 284 "group2"
"an" "nasal" "lente" 328 "group2"
"an" "nasal" "lente" 216 "group2"
"an" "nasal" "lente" 283 "group2"
"an" "nasal" "lente" 331 "group2"
"an" "nasal" "lente" 310 "group2"
"an" "nasal" "lente" 272 "group2"
"an" "nasal" "lente" 308 "group2"
"an" "nasal" "lente" 205 "group2"
"an" "nasal" "lente" 269 "group2"
"an" "nasal" "lente" 226 "group2"
"an" "nasal" "lente" 318 "group2"
"an" "nasal" "lente" 260 "group2"
"an" "nasal" "lente" 318 "group2"
"an" "nasal" "lente" 289 "group2"
"an" "nasal" "lente" 321 "group2"
"an" "nasal" "lente" 335 "group2"
"an" "nasal" "lente" 254 "group2"
"an" "nasal" "lente" 334 "group2"
"an" "nasal" "lente" 318 "group2"
"an" "nasal" "lente" 344 "group2"
"an" "nasal" "lente" 266 "group2"
"an" "nasal" "lente" 290 "group2"
"an" "nasal" "lente" 374 "group2"
"an" "nasal" "lente" 284 "group2"
"an" "nasal" "lente" 325 "group2"
"an" "nasal" "lente" 296 "group2"
"an" "nasal" "lente" 237 "group2"
"an" "nasal" "lente" 263 "group2"
"an" "nasal" "lente" 206 "group2"
"an" "nasal" "lente" 292 "group2"
"an" "nasal" "lente" 215 "group2"
"an" "nasal" "lente" 347 "group2"
"an" "nasal" "lente" 286 "group2"
"an" "nasal" "lente" 252 "group2"
"an" "nasal" "lente" 321 "group2"
"an" "nasal" "lente" 223 "group2"
"an" "nasal" "lente" 260 "group2"
"an" "nasal" "lente" 300 "group2"
"an" "nasal" "lente" 204 "group2"
"an" "nasal" "lente" 262 "group2"
"an" "nasal" "lente" 231 "group2"
"an" "nasal" "lente" 309 "group2"
"an" "nasal" "lente" 242 "group2"
"an" "nasal" "lente" 260 "group2"
"an" "nasal" "lente" 302 "group2"
"an" "nasal" "lente" 277 "group2"
"an" "nasal" "lente" 342 "group2"
"an" "nasal" "lente" 260 "group2"
"an" "nasal" "lente" 340 "group2"
"on" "oral" "lente" 173 "group2"
"on" "oral" "lente" 171 "group2"
"on" "oral" "lente" 149 "group2"
"on" "oral" "lente" 171 "group2"
"on" "oral" "lente" 227 "group2"
"on" "oral" "lente" 118 "group2"
"on" "oral" "lente" 103 "group2"
"on" "oral" "lente" 198 "group2"
"on" "oral" "lente" 145 "group2"
"on" "oral" "lente" 157 "group2"
"on" "oral" "lente" 172 "group2"
"on" "oral" "lente" 171 "group2"
"on" "oral" "lente" 188 "group2"
"on" "oral" "lente" 142 "group2"
"on" "oral" "lente" 141 "group2"
"on" "oral" "lente" 206 "group2"
"on" "oral" "lente" 161 "group2"
"on" "oral" "lente" 206 "group2"
"on" "oral" "lente" 156 "group2"
"on" "oral" "lente" 173 "group2"
"on" "oral" "lente" 129 "group2"
"on" "oral" "lente" 176 "group2"
"on" "oral" "lente" 186 "group2"
"on" "oral" "lente" 209 "group2"
"on" "oral" "lente" 203 "group2"
"on" "oral" "lente" 120 "group2"
"on" "oral" "lente" 179 "group2"
"on" "oral" "lente" 165 "group2"
"on" "oral" "lente" 169 "group2"
"on" "oral" "lente" 121 "group2"
"on" "oral" "lente" 188 "group2"
"on" "oral" "lente" 166 "group2"
"on" "oral" "lente" 143 "group2"
"on" "oral" "lente" 116 "group2"
"on" "oral" "lente" 167 "group2"
"on" "oral" "lente" 178 "group2"
"on" "oral" "lente" 182 "group2"
"on" "oral" "lente" 164 "group2"
"on" "oral" "lente" 180 "group2"
"on" "oral" "lente" 145 "group2"
"on" "oral" "lente" 176 "group2"
"on" "oral" "lente" 214 "group2"
"on" "oral" "lente" 254 "group2"
"on" "oral" "lente" 127 "group2"
"on" "oral" "lente" 180 "group2"
"on" "oral" "lente" 119 "group2"
"on" "oral" "lente" 204 "group2"
"on" "oral" "lente" 112 "group2"
"on" "oral" "lente" 181 "group2"
"on" "oral" "lente" 185 "group2"
"on" "oral" "lente" 166 "group2"
"on" "oral" "lente" 164 "group2"
"on" "oral" "lente" 173 "group2"
"on" "oral" "lente" 173 "group2"
"on" "oral" "lente" 151 "group2"
"on" "oral" "lente" 164 "group2"
"on" "oral" "lente" 160 "group2"
"on" "oral" "lente" 140 "group2"
"on" "oral" "lente" 159 "group2"
"on" "oral" "lente" 182 "group2"
"on" "nasal" "lente" 294 "group2"
"on" "nasal" "lente" 293 "group2"
"on" "nasal" "lente" 298 "group2"
"on" "nasal" "lente" 285 "group2"
"on" "nasal" "lente" 306 "group2"
"on" "nasal" "lente" 270 "group2"
"on" "nasal" "lente" 289 "group2"
"on" "nasal" "lente" 347 "group2"
"on" "nasal" "lente" 285 "group2"
"on" "nasal" "lente" 306 "group2"
"on" "nasal" "lente" 268 "group2"
"on" "nasal" "lente" 285 "group2"
"on" "nasal" "lente" 373 "group2"
"on" "nasal" "lente" 317 "group2"
"on" "nasal" "lente" 299 "group2"
"on" "nasal" "lente" 272 "group2"
"on" "nasal" "lente" 293 "group2"
"on" "nasal" "lente" 264 "group2"
"on" "nasal" "lente" 262 "group2"
"on" "nasal" "lente" 305 "group2"
"on" "nasal" "lente" 303 "group2"
"on" "nasal" "lente" 290 "group2"
"on" "nasal" "lente" 297 "group2"
"on" "nasal" "lente" 300 "group2"
"on" "nasal" "lente" 259 "group2"
"on" "nasal" "lente" 331 "group2"
"on" "nasal" "lente" 293 "group2"
"on" "nasal" "lente" 320 "group2"
"on" "nasal" "lente" 267 "group2"
"on" "nasal" "lente" 270 "group2"
"on" "nasal" "lente" 290 "group2"
"on" "nasal" "lente" 296 "group2"
"on" "nasal" "lente" 266 "group2"
"on" "nasal" "lente" 285 "group2"
"on" "nasal" "lente" 326 "group2"
"on" "nasal" "lente" 284 "group2"
"on" "nasal" "lente" 307 "group2"
"on" "nasal" "lente" 293 "group2"
"on" "nasal" "lente" 301 "group2"
"on" "nasal" "lente" 291 "group2"
"on" "nasal" "lente" 306 "group2"
"on" "nasal" "lente" 300 "group2"
"on" "nasal" "lente" 227 "group2"
