"voyelle" "partie" "vitesse" "durée" "groupe"
"an" "nasal" "normal" 188 "good"
"an" "nasal" "normal" 169 "good"
"an" "nasal" "normal" 153 "good"
"an" "nasal" "normal" 172 "good"
"an" "nasal" "normal" 145 "good"
"an" "nasal" "normal" 150 "good"
"an" "nasal" "normal" 127 "good"
"an" "nasal" "normal" 129 "good"
"on" "oral" "normal" 51 "good"
"on" "oral" "normal" 71 "good"
"on" "oral" "normal" 53 "good"
"on" "oral" "normal" 34 "good"
"on" "oral" "normal" 57 "good"
"on" "oral" "normal" 33 "good"
"on" "oral" "normal" 44 "good"
"on" "oral" "normal" 43 "good"
"on" "oral" "normal" 66 "good"
"on" "oral" "normal" 41 "good"
"on" "oral" "normal" 55 "good"
"on" "oral" "normal" 47 "good"
"on" "oral" "normal" 29 "good"
"on" "oral" "normal" 64 "good"
"on" "oral" "normal" 54 "good"
"on" "oral" "normal" 51 "good"
"on" "oral" "normal" 76 "good"
"on" "oral" "normal" 53 "good"
"on" "oral" "normal" 35 "good"
"on" "oral" "normal" 47 "good"
"on" "oral" "normal" 38 "good"
"on" "oral" "normal" 35 "good"
"on" "oral" "normal" 11 "good"
"on" "oral" "normal" 43 "good"
"on" "oral" "normal" 49 "good"
"on" "oral" "normal" 80 "good"
"on" "oral" "normal" 28 "good"
"on" "oral" "normal" 65 "good"
"on" "oral" "normal" 64 "good"
"on" "oral" "normal" 59 "good"
"on" "oral" "normal" 54 "good"
"on" "oral" "normal" 52 "good"
"on" "oral" "normal" 60 "good"
"on" "oral" "normal" 49 "good"
"on" "oral" "normal" 40 "good"
"on" "oral" "normal" 55 "good"
"on" "oral" "normal" 41 "good"
"on" "oral" "normal" 53 "good"
"on" "oral" "normal" 30 "good"
"on" "oral" "normal" 50 "good"
"on" "oral" "normal" 48 "good"
"on" "oral" "normal" 34 "good"
"on" "oral" "normal" 50 "good"
"on" "oral" "normal" 69 "good"
"on" "oral" "normal" 37 "good"
"on" "oral" "normal" 64 "good"
"on" "oral" "normal" 28 "good"
"on" "oral" "normal" 57 "good"
"on" "oral" "normal" 64 "good"
"on" "oral" "normal" 32 "good"
"on" "oral" "normal" 54 "good"
"on" "oral" "normal" 47 "good"
"on" "oral" "normal" 44 "good"
"on" "oral" "normal" 56 "good"
"on" "oral" "normal" 61 "good"
"on" "oral" "normal" 47 "good"
"on" "oral" "normal" 69 "good"
"on" "oral" "normal" 57 "good"
"on" "oral" "normal" 22 "good"
"on" "oral" "normal" 55 "good"
"on" "nasal" "normal" 142 "good"
"on" "nasal" "normal" 211 "good"
"on" "nasal" "normal" 165 "good"
"on" "nasal" "normal" 121 "good"
"on" "nasal" "normal" 172 "good"
"on" "nasal" "normal" 141 "good"
"on" "nasal" "normal" 140 "good"
"on" "nasal" "normal" 173 "good"
"on" "nasal" "normal" 197 "good"
"on" "nasal" "normal" 198 "good"
"on" "nasal" "normal" 159 "good"
"on" "nasal" "normal" 162 "good"
"on" "nasal" "normal" 171 "good"
"on" "nasal" "normal" 198 "good"
"on" "nasal" "normal" 186 "good"
"on" "nasal" "normal" 189 "good"
"on" "nasal" "normal" 153 "good"
"on" "nasal" "normal" 137 "good"
"on" "nasal" "normal" 194 "good"
"on" "nasal" "normal" 174 "good"
"on" "nasal" "normal" 141 "good"
"on" "nasal" "normal" 203 "good"
"on" "nasal" "normal" 116 "good"
"on" "nasal" "normal" 164 "good"
"on" "nasal" "normal" 189 "good"
"on" "nasal" "normal" 141 "good"
"on" "nasal" "normal" 130 "good"
"on" "nasal" "normal" 166 "good"
"on" "nasal" "normal" 205 "good"
"on" "nasal" "normal" 167 "good"
"on" "nasal" "normal" 115 "good"
"on" "nasal" "normal" 150 "good"
"on" "nasal" "normal" 190 "good"
"on" "nasal" "normal" 203 "good"
"on" "nasal" "normal" 154 "good"
"on" "nasal" "normal" 178 "good"
"on" "nasal" "normal" 205 "good"
"on" "nasal" "normal" 144 "good"
"on" "nasal" "normal" 176 "good"
"on" "nasal" "normal" 168 "good"
"on" "nasal" "normal" 168 "good"
"on" "nasal" "normal" 188 "good"
"on" "nasal" "normal" 175 "good"
"on" "nasal" "normal" 176 "good"
"on" "nasal" "normal" 174 "good"
"on" "nasal" "normal" 138 "good"
"on" "nasal" "normal" 146 "good"
"on" "nasal" "normal" 169 "good"
"on" "nasal" "normal" 153 "good"
"on" "nasal" "normal" 140 "good"
"on" "nasal" "normal" 171 "good"
"on" "nasal" "normal" 145 "good"
"on" "nasal" "normal" 178 "good"
"on" "nasal" "normal" 179 "good"
"on" "nasal" "normal" 159 "good"
"on" "nasal" "normal" 145 "good"
"on" "nasal" "normal" 171 "good"
"on" "nasal" "normal" 147 "good"
"on" "nasal" "normal" 146 "good"
"on" "nasal" "normal" 162 "good"
"ain" "oral" "normal" 83 "bad"
"ain" "oral" "normal" 81 "bad"
"ain" "oral" "normal" 67 "bad"
"ain" "oral" "normal" 62 "bad"
"ain" "oral" "normal" 63 "bad"
"ain" "oral" "normal" 105 "bad"
"ain" "oral" "normal" 78 "bad"
"ain" "oral" "normal" 74 "bad"
"ain" "oral" "normal" 96 "bad"
"ain" "oral" "normal" 96 "bad"
"ain" "oral" "normal" 79 "bad"
"ain" "oral" "normal" 78 "bad"
"ain" "oral" "normal" 72 "bad"
"ain" "oral" "normal" 86 "bad"
"ain" "oral" "normal" 94 "bad"
"ain" "oral" "normal" 114 "bad"
"ain" "oral" "normal" 86 "bad"
"ain" "oral" "normal" 86 "bad"
"ain" "oral" "normal" 66 "bad"
"ain" "oral" "normal" 67 "bad"
"ain" "oral" "normal" 91 "bad"
"ain" "oral" "normal" 100 "bad"
"ain" "oral" "normal" 81 "bad"
"ain" "oral" "normal" 54 "bad"
"ain" "oral" "normal" 98 "bad"
"ain" "oral" "normal" 92 "bad"
"ain" "oral" "normal" 65 "bad"
"ain" "oral" "normal" 69 "bad"
"ain" "oral" "normal" 70 "bad"
"ain" "oral" "normal" 60 "bad"
"ain" "oral" "normal" 96 "bad"
"ain" "oral" "normal" 67 "bad"
"ain" "oral" "normal" 56 "bad"
"ain" "oral" "normal" 53 "bad"
"ain" "oral" "normal" 84 "bad"
"ain" "oral" "normal" 82 "bad"
"ain" "oral" "normal" 61 "bad"
"ain" "oral" "normal" 78 "bad"
"ain" "oral" "normal" 72 "bad"
"ain" "oral" "normal" 76 "bad"
"ain" "oral" "normal" 65 "bad"
"ain" "oral" "normal" 96 "bad"
"ain" "oral" "normal" 110 "bad"
"ain" "oral" "normal" 76 "bad"
"ain" "oral" "normal" 58 "bad"
"ain" "oral" "normal" 45 "bad"
"ain" "oral" "normal" 71 "bad"
"ain" "oral" "normal" 78 "bad"
"ain" "oral" "normal" 58 "bad"
"ain" "oral" "normal" 98 "bad"
"ain" "oral" "normal" 68 "bad"
"ain" "oral" "normal" 88 "bad"
"ain" "oral" "normal" 90 "bad"
"ain" "oral" "normal" 90 "bad"
"ain" "oral" "normal" 88 "bad"
"ain" "oral" "normal" 67 "bad"
"ain" "oral" "normal" 97 "bad"
"ain" "oral" "normal" 76 "bad"
"ain" "oral" "normal" 83 "bad"
"ain" "oral" "normal" 61 "bad"
"ain" "nasal" "normal" 128 "bad"
"ain" "nasal" "normal" 121 "bad"
"ain" "nasal" "normal" 121 "bad"
"ain" "nasal" "normal" 97 "bad"
"ain" "nasal" "normal" 110 "bad"
"ain" "nasal" "normal" 142 "bad"
"ain" "nasal" "normal" 131 "bad"
"ain" "nasal" "normal" 107 "bad"
"ain" "nasal" "normal" 106 "bad"
"ain" "nasal" "normal" 127 "bad"
"ain" "nasal" "normal" 109 "bad"
"ain" "nasal" "normal" 105 "bad"
"ain" "nasal" "normal" 140 "bad"
"ain" "nasal" "normal" 124 "bad"
"ain" "nasal" "normal" 121 "bad"
"ain" "nasal" "normal" 147 "bad"
"ain" "nasal" "normal" 177 "bad"
"ain" "nasal" "normal" 89 "bad"
"ain" "nasal" "normal" 133 "bad"
"ain" "nasal" "normal" 123 "bad"
"ain" "nasal" "normal" 156 "bad"
"ain" "nasal" "normal" 54 "bad"
"ain" "nasal" "normal" 105 "bad"
"ain" "nasal" "normal" 126 "bad"
"ain" "nasal" "normal" 138 "bad"
"ain" "nasal" "normal" 119 "bad"
"ain" "nasal" "normal" 80 "bad"
"ain" "nasal" "normal" 131 "bad"
"ain" "nasal" "normal" 141 "bad"
"ain" "nasal" "normal" 127 "bad"
"ain" "nasal" "normal" 119 "bad"
"ain" "nasal" "normal" 106 "bad"
"ain" "nasal" "normal" 97 "bad"
"ain" "nasal" "normal" 103 "bad"
"ain" "nasal" "normal" 134 "bad"
"ain" "nasal" "normal" 150 "bad"
"ain" "nasal" "normal" 146 "bad"
"ain" "nasal" "normal" 149 "bad"
"ain" "nasal" "normal" 125 "bad"
"ain" "nasal" "normal" 113 "bad"
"ain" "nasal" "normal" 105 "bad"
"ain" "nasal" "normal" 74 "bad"
"ain" "nasal" "normal" 168 "bad"
"ain" "nasal" "normal" 103 "bad"
"ain" "nasal" "normal" 137 "bad"
"ain" "nasal" "normal" 164 "bad"
"ain" "nasal" "normal" 94 "bad"
"ain" "nasal" "normal" 99 "bad"
"ain" "nasal" "normal" 133 "bad"
"ain" "nasal" "normal" 85 "bad"
"ain" "nasal" "normal" 104 "bad"
"ain" "nasal" "normal" 131 "bad"
"ain" "nasal" "normal" 135 "bad"
"ain" "nasal" "normal" 92 "bad"
"ain" "nasal" "normal" 120 "bad"
"ain" "nasal" "normal" 76 "bad"
"ain" "nasal" "normal" 152 "bad"
"ain" "nasal" "normal" 164 "bad"
"ain" "nasal" "normal" 123 "bad"
"ain" "nasal" "normal" 102 "bad"
"an" "oral" "normal" 74 "bad"
"an" "oral" "normal" 76 "bad"
"an" "oral" "normal" 83 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 88 "bad"
"an" "oral" "normal" 66 "bad"
"an" "oral" "normal" 50 "bad"
"an" "oral" "normal" 72 "bad"
"an" "oral" "normal" 71 "bad"
"an" "oral" "normal" 83 "bad"
"an" "oral" "normal" 74 "bad"
"an" "oral" "normal" 62 "bad"
"an" "oral" "normal" 78 "bad"
"an" "oral" "normal" 75 "bad"
"an" "oral" "normal" 46 "bad"
"an" "oral" "normal" 69 "bad"
"an" "oral" "normal" 59 "bad"
"an" "oral" "normal" 71 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 88 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 65 "bad"
"an" "oral" "normal" 81 "bad"
"an" "oral" "normal" 85 "bad"
"an" "oral" "normal" 78 "bad"
"an" "oral" "normal" 76 "bad"
"an" "oral" "normal" 72 "bad"
"an" "oral" "normal" 48 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 66 "bad"
"an" "oral" "normal" 67 "bad"
"an" "oral" "normal" 62 "bad"
"an" "oral" "normal" 73 "bad"
"an" "oral" "normal" 74 "bad"
"an" "oral" "normal" 72 "bad"
"an" "oral" "normal" 73 "bad"
"an" "oral" "normal" 83 "bad"
"an" "oral" "normal" 75 "bad"
"an" "oral" "normal" 88 "bad"
"an" "oral" "normal" 76 "bad"
"an" "oral" "normal" 77 "bad"
"an" "oral" "normal" 89 "bad"
"an" "oral" "normal" 57 "bad"
"an" "oral" "normal" 85 "bad"
"an" "oral" "normal" 72 "bad"
"an" "oral" "normal" 57 "bad"
"an" "oral" "normal" 73 "bad"
"an" "oral" "normal" 83 "bad"
"an" "oral" "normal" 74 "bad"
"an" "oral" "normal" 66 "bad"
"an" "oral" "normal" 69 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 77 "bad"
"an" "oral" "normal" 83 "bad"
"an" "oral" "normal" 79 "bad"
"an" "oral" "normal" 71 "bad"
"an" "oral" "normal" 58 "bad"
"an" "oral" "normal" 72 "bad"
"an" "oral" "normal" 68 "bad"
"an" "oral" "normal" 76 "bad"
"an" "nasal" "normal" 140 "bad"
"an" "nasal" "normal" 95 "bad"
"an" "nasal" "normal" 106 "bad"
"an" "nasal" "normal" 128 "bad"
"an" "nasal" "normal" 104 "bad"
"an" "nasal" "normal" 140 "bad"
"an" "nasal" "normal" 126 "bad"
"an" "nasal" "normal" 115 "bad"
"an" "nasal" "normal" 152 "bad"
"an" "nasal" "normal" 113 "bad"
"an" "nasal" "normal" 161 "bad"
"an" "nasal" "normal" 137 "bad"
"an" "nasal" "normal" 160 "bad"
"an" "nasal" "normal" 153 "bad"
"an" "nasal" "normal" 130 "bad"
"an" "nasal" "normal" 126 "bad"
"an" "nasal" "normal" 160 "bad"
"an" "nasal" "normal" 149 "bad"
"an" "nasal" "normal" 102 "bad"
"an" "nasal" "normal" 107 "bad"
"an" "nasal" "normal" 121 "bad"
"an" "nasal" "normal" 157 "bad"
"an" "nasal" "normal" 159 "bad"
"an" "nasal" "normal" 155 "bad"
"an" "nasal" "normal" 131 "bad"
"an" "nasal" "normal" 119 "bad"
"an" "nasal" "normal" 130 "bad"
"an" "nasal" "normal" 146 "bad"
"an" "nasal" "normal" 141 "bad"
"an" "nasal" "normal" 128 "bad"
"an" "nasal" "normal" 124 "bad"
"an" "nasal" "normal" 123 "bad"
"an" "nasal" "normal" 162 "bad"
"an" "nasal" "normal" 137 "bad"
"an" "nasal" "normal" 135 "bad"
"an" "nasal" "normal" 178 "bad"
"an" "nasal" "normal" 139 "bad"
"an" "nasal" "normal" 155 "bad"
"an" "nasal" "normal" 180 "bad"
"an" "nasal" "normal" 126 "bad"
"an" "nasal" "normal" 166 "bad"
"an" "nasal" "normal" 118 "bad"
"an" "nasal" "normal" 134 "bad"
"an" "nasal" "normal" 82 "bad"
"an" "nasal" "normal" 164 "bad"
"an" "nasal" "normal" 123 "bad"
"an" "nasal" "normal" 74 "bad"
"an" "nasal" "normal" 138 "bad"
"an" "nasal" "normal" 123 "bad"
"an" "nasal" "normal" 109 "bad"
"an" "nasal" "normal" 139 "bad"
"an" "nasal" "normal" 108 "bad"
"an" "nasal" "normal" 135 "bad"
"an" "nasal" "normal" 160 "bad"
"an" "nasal" "normal" 99 "bad"
"an" "nasal" "normal" 161 "bad"
"an" "nasal" "normal" 108 "bad"
"an" "nasal" "normal" 157 "bad"
"an" "nasal" "normal" 168 "bad"
"an" "nasal" "normal" 159 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 67 "bad"
"on" "oral" "normal" 86 "bad"
"on" "oral" "normal" 60 "bad"
"on" "oral" "normal" 84 "bad"
"on" "oral" "normal" 72 "bad"
"on" "oral" "normal" 84 "bad"
"on" "oral" "normal" 101 "bad"
"on" "oral" "normal" 88 "bad"
"on" "oral" "normal" 85 "bad"
"on" "oral" "normal" 71 "bad"
"on" "oral" "normal" 77 "bad"
"on" "oral" "normal" 93 "bad"
"on" "oral" "normal" 74 "bad"
"on" "oral" "normal" 68 "bad"
"on" "oral" "normal" 91 "bad"
"on" "oral" "normal" 86 "bad"
"on" "oral" "normal" 80 "bad"
"on" "oral" "normal" 69 "bad"
"on" "oral" "normal" 86 "bad"
"on" "oral" "normal" 77 "bad"
"on" "oral" "normal" 77 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 86 "bad"
"on" "oral" "normal" 99 "bad"
"on" "oral" "normal" 79 "bad"
"on" "oral" "normal" 64 "bad"
"on" "oral" "normal" 105 "bad"
"on" "oral" "normal" 96 "bad"
"on" "oral" "normal" 79 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 85 "bad"
"on" "oral" "normal" 78 "bad"
"on" "oral" "normal" 65 "bad"
"on" "oral" "normal" 78 "bad"
"on" "oral" "normal" 82 "bad"
"on" "oral" "normal" 73 "bad"
"on" "oral" "normal" 99 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 74 "bad"
"on" "oral" "normal" 75 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 88 "bad"
"on" "oral" "normal" 102 "bad"
"on" "oral" "normal" 80 "bad"
"on" "oral" "normal" 83 "bad"
"on" "oral" "normal" 87 "bad"
"on" "oral" "normal" 74 "bad"
"on" "oral" "normal" 82 "bad"
"on" "oral" "normal" 80 "bad"
"on" "oral" "normal" 102 "bad"
"on" "oral" "normal" 96 "bad"
"on" "oral" "normal" 90 "bad"
"on" "oral" "normal" 87 "bad"
"on" "oral" "normal" 84 "bad"
"on" "oral" "normal" 89 "bad"
"on" "oral" "normal" 54 "bad"
"on" "oral" "normal" 73 "bad"
"on" "oral" "normal" 74 "bad"
"on" "oral" "normal" 88 "bad"
"on" "nasal" "normal" 123 "bad"
"on" "nasal" "normal" 158 "bad"
"on" "nasal" "normal" 140 "bad"
"on" "nasal" "normal" 135 "bad"
"on" "nasal" "normal" 134 "bad"
"on" "nasal" "normal" 130 "bad"
"on" "nasal" "normal" 140 "bad"
"on" "nasal" "normal" 87 "bad"
"on" "nasal" "normal" 145 "bad"
"on" "nasal" "normal" 110 "bad"
"on" "nasal" "normal" 126 "bad"
"on" "nasal" "normal" 117 "bad"
"on" "nasal" "normal" 172 "bad"
"on" "nasal" "normal" 131 "bad"
"on" "nasal" "normal" 123 "bad"
"on" "nasal" "normal" 170 "bad"
"on" "nasal" "normal" 168 "bad"
"on" "nasal" "normal" 105 "bad"
"on" "nasal" "normal" 132 "bad"
"on" "nasal" "normal" 130 "bad"
"on" "nasal" "normal" 120 "bad"
"on" "nasal" "normal" 142 "bad"
"on" "nasal" "normal" 150 "bad"
"on" "nasal" "normal" 117 "bad"
"on" "nasal" "normal" 110 "bad"
"on" "nasal" "normal" 120 "bad"
"on" "nasal" "normal" 102 "bad"
"on" "nasal" "normal" 184 "bad"
"on" "nasal" "normal" 105 "bad"
"on" "nasal" "normal" 151 "bad"
"on" "nasal" "normal" 158 "bad"
"on" "nasal" "normal" 122 "bad"
"on" "nasal" "normal" 121 "bad"
"on" "nasal" "normal" 161 "bad"
"on" "nasal" "normal" 152 "bad"
"on" "nasal" "normal" 108 "bad"
"on" "nasal" "normal" 121 "bad"
"on" "nasal" "normal" 126 "bad"
"on" "nasal" "normal" 103 "bad"
"on" "nasal" "normal" 102 "bad"
"on" "nasal" "normal" 120 "bad"
"on" "nasal" "normal" 154 "bad"
"on" "nasal" "normal" 171 "bad"
"on" "nasal" "normal" 179 "bad"
"on" "nasal" "normal" 129 "bad"
"on" "nasal" "normal" 147 "bad"
"on" "nasal" "normal" 123 "bad"
"on" "nasal" "normal" 168 "bad"
"on" "nasal" "normal" 109 "bad"
"on" "nasal" "normal" 98 "bad"
"on" "nasal" "normal" 199 "bad"
"on" "nasal" "normal" 142 "bad"
"on" "nasal" "normal" 106 "bad"
"on" "nasal" "normal" 114 "bad"
"on" "nasal" "normal" 156 "bad"
"on" "nasal" "normal" 141 "bad"
"on" "nasal" "normal" 147 "bad"
"on" "nasal" "normal" 134 "bad"
"on" "nasal" "normal" 104 "bad"
"on" "nasal" "normal" 170 "bad"
